user_id,recommended_items
14269,1981683 861652 635960 776519 1133694
14624,1386412 2059944 2018853 2791339 1324393
14792,1386412 2059944 2018853 2791339 1324393
14966,1981683 861652 635960 776519 1133694
15006,2002097 799575 2778525 1175568 507027
15100,1981683 861652 635960 776519 1133694
15549,761715 911450 2711318 82373 1793593
15611,1174707 15226 2431623 2244505 2213987
16228,931519 152305 526501 2543271 2348573
16874,1981683 861652 635960 776519 1133694
16971,1732529 1804721 181681 2474905 1576725
18097,1576725 2077469 1401427 1671183 1926375
18564,1981683 861652 635960 776519 1133694
18796,1014523 750033 436574 640407 1386412
18994,1981683 861652 635960 776519 1133694
19544,830073 1398109 1895272 1414197 166946
19679,1529678 1086695 1267227 1582687 285205
19704,1843150 2230175 2157347 1469087 1303869
20101,579292 1810280 1552411 858998 1018089
20679,1606360 278589 2477038 535530 1834738
20815,291669 2546303 2086041 685972 2348573
20979,1014523 750033 436574 640407 1571702
21195,2705759 2128544 2461001 1921641 1766092
21324,1981683 861652 635960 776519 1133694
21578,1981683 861652 635960 776519 1133694
21627,1843150 2230175 1469087 1303869 1226034
21663,1037951 57460 1732848 1096406 2117630
21813,765284 848165 450674 524707 222374
21835,2439867 1777100 1679143 134458 984114
22107,1090310 1731527 2778525 2257514 670541
22206,1732529 1804721 181681 2474905 997790
22591,1981683 861652 635960 776519 1133694
22728,2778525 771844 1315172 113384 1246472
23229,1981683 861652 635960 776519 1133694
23361,1981683 861652 635960 776519 1133694
23459,1981683 861652 635960 776519 1133694
23667,829836 990877 380595 2277810 1713160
23718,382230 1053542 536047 761082 802446
24419,1576725 2077469 1401427 1671183 1926375
24465,70127 1998464 1398109 518862 2616539
25906,1295474 2409634 466460 2802146 2317446
26038,291669 2546303 2086041 2235265 920520
26658,941713 1943315 1185847 1021568 203016
27187,1981683 861652 635960 776519 1133694
27501,1014523 750033 436574 640407 1571702
27638,1675248 1272879 95698 1983719 568872
27707,1981683 861652 635960 776519 1133694
27727,2778525 2002097 278589 1606360 1244196
27845,830073 657183 1398109 1386412 213792
27931,2250299 2043929 1194436 1602196 2470569
28232,291669 2546303 2086041 1261177 2235265
28739,1021993 1528899 583078 2348775 2593483
28801,1981683 861652 635960 776519 1133694
28972,1981683 861652 635960 776519 1133694
29072,1981683 861652 635960 776519 1133694
29146,1241389 636889 497682 499178 1340660
29212,1776696 2479396 2766009 1806276 616365
29340,1981683 861652 635960 776519 1133694
29449,1086695 1244196 1728166 927275 1108949
29519,1443706 1244196 657183 266412 1162250
30094,1386412 1443706 1212118 1695664 1355248
30368,1981683 861652 635960 776519 1133694
30774,2588441 1335576 714105 2127465 2551376
30910,2250299 2043929 1194436 2547597 1602196
31318,2148901 385217 1576725 2256486 1895272
32111,1994690 1984327 2461867 1182507 1749358
32371,1981683 861652 635960 776519 1133694
32434,373199 2718689 979758 1750840 230632
33119,1981683 861652 635960 776519 1133694
33317,2353116 642020 794365 1206070 278589
33492,1244196 657183 1724202 514499 2752423
33552,2363688 2650926 1317915 2452583 317172
33704,266412 853722 2024094 2031981 221840
35125,1981683 861652 635960 776519 1133694
35517,2250299 1090310 1194436 2778525 1001431
35752,1093296 553479 84272 374376 849354
36049,1014523 750033 436574 640407 1571702
36125,1983757 636889 1136949 2324713 1538515
36396,1732529 499178 1804721 2047542 181681
36940,2778525 1519543 282884 1053542 1671183
37187,1732529 1804721 181681 2474905 997790
37351,2477038 278589 1834738 619132 1477953
38059,1898849 2183922 1218572 1140328 402269
38189,1576126 2699192 1090310 2824146 714060
38365,2047542 1041709 2778525 1016436 2097556
38481,973863 1669539 1051740 2230175 454405
38730,1244196 1724202 657183 2752423 514499
38944,1014523 750033 436574 640407 1571702
39189,1981683 861652 635960 776519 1133694
39773,2778525 1386412 2401766 855714 74727
39778,2778525 786549 2461096 563976 851795
40141,1981683 861652 635960 776519 1133694
40180,1498481 1570549 1415967 1808001 1650900
40246,1981683 861652 635960 776519 1133694
40468,1014523 750033 436574 640407 1571702
41309,1981683 861652 635960 776519 1133694
41345,1994690 1984327 2461867 1182507 1749358
41383,2439867 1090310 1475454 1576126 2313052
41403,2076819 479980 1470002 192785 1898035
41629,1177446 1575865 1971927 1502751 1908697
41649,460717 1985056 794156 2833800 2204165
42051,1981683 861652 635960 776519 1133694
42321,1244196 657183 1443706 1984327 266412
42617,2002097 799575 2778525 1175568 507027
42912,2079601 1780894 1204580 2051217 2566411
43088,983679 1174561 562740 2764775 2791339
43399,154279 1576725 2270801 1680783 2548274
43444,2002097 799575 2778525 1175568 507027
44628,1244196 2002097 2424265 2778525 984924
46074,1014523 750033 436574 640407 1571702
46106,1988160 382230 352091 2803681 1053542
46377,1181698 1662460 1835742 1983719 204756
46391,1732529 1804721 181681 2474905 997790
46874,2127017 2002097 278589 624264 2808334
47353,1981683 861652 635960 776519 1133694
47387,973863 1669539 1051740 2230175 454405
47475,2148901 1162250 1386412 657183 1244196
47662,1981683 861652 635960 776519 1133694
48463,1981683 861652 635960 776519 1133694
48478,1443706 1244196 657183 1984327 266412
48675,1732529 1804721 181681 2474905 997790
48789,2414623 515119 1386412 1754395 2348027
49239,1669539 973863 1051740 2230175 454405
49334,2766686 818486 818571 2834355 1078977
49418,1519543 205359 2360545 2508149 1131009
49794,1981683 861652 635960 776519 1133694
50754,2311048 2116913 1369788 751260 2482805
50874,1981683 861652 635960 776519 1133694
51289,42326 1958413 1719620 1652990 1181812
51380,1981683 861652 635960 776519 1133694
51416,1981683 861652 635960 776519 1133694
51445,1053542 2778525 1090310 1928254 1731527
51851,2002097 278589 1809248 624264 2808334
52067,2826101 870075 2518771 1436209 2294135
52207,1898849 2183922 1218572 1140328 402269
52730,1443706 657183 1627103 1244196 2734883
52831,1244196 1443706 657183 1984327 784737
53121,2258108 1732529 1804721 181681 2474905
53574,2770160 385217 1821018 2802026 2446758
53638,1395030 172858 432120 69520 1843150
53677,912679 2356407 1184658 2786340 196678
53760,2250299 1194436 2043929 1602196 2501356
53874,1981683 861652 635960 776519 1133694
54382,1244196 1724202 657183 514499 2752423
55261,1928254 1541359 2778525 723096 1391673
55358,2766686 818486 2834355 818571 1078977
55450,1981683 861652 635960 776519 1133694
55534,1981683 861652 635960 776519 1133694
56110,1981683 861652 635960 776519 1133694
56216,266412 1679143 650831 1244196 468120
56227,1174707 2431623 15226 2244505 2213987
56317,2588441 1335576 714105 2127465 2551376
56439,540654 1345393 567617 1316226 2454467
57013,1386412 1212118 1443706 1695664 1355248
58197,1981683 861652 635960 776519 1133694
58250,2057931 2597486 1338318 555298 277691
58548,1981683 861652 635960 776519 1133694
58600,105410 1760050 2337857 1178619 2142899
58624,1072432 89560 824560 712188 1519543
58695,1981683 861652 635960 776519 1133694
58784,1251864 2778525 1401427 2077189 985896
58798,1981683 861652 635960 776519 1133694
58833,1644077 1796526 1695664 16356 1386412
59104,1981683 861652 635960 776519 1133694
59135,1981683 861652 635960 776519 1133694
59546,1014523 750033 436574 640407 1571702
59782,1042196 1208539 1171945 2107695 2360931
59842,2002097 799575 2778525 1175568 507027
60155,2250299 712901 2043929 1194436 623539
60471,2002097 278589 624264 1809248 2808334
60496,91986 1902122 660416 489665 932710
61016,1244196 657183 1724202 514499 2752423
61298,1029608 2030858 2778525 2196917 475121
61873,1732529 1804721 181681 2474905 997790
62808,2085209 1104146 930736 459760 2778525
62908,1443706 1244196 657183 1984327 266412
62914,1981683 861652 635960 776519 1133694
63061,1646190 2614865 1672211 1162250 1515708
63163,2047542 1041709 2778525 1016436 2097556
63322,1972115 1843536 2637434 2029964 1014525
63597,1443706 1244196 657183 1984327 266412
63753,1981683 861652 635960 776519 1133694
63872,67256 1439913 118036 2198329 124106
64303,1244196 2791339 266412 1984327 657183
64930,1981683 861652 635960 776519 1133694
65592,1928254 723096 1541359 1391673 472040
66592,1981683 861652 635960 776519 1133694
66908,1981683 861652 635960 776519 1133694
67173,1981683 861652 635960 776519 1133694
67354,1001431 382230 2446758 2750191 1053542
67659,1244196 2791339 266412 1984327 657183
67705,1981683 861652 635960 776519 1133694
67752,291669 2546303 2086041 2235265 1261177
67939,2778525 1391673 1813897 1881835 2566411
69088,1981683 861652 635960 776519 1133694
69418,2477038 278589 1834738 619132 1250267
69428,278589 2778525 1760050 1928254 1386412
69757,1981683 861652 635960 776519 1133694
70134,1644077 1796526 1695664 16356 1386412
70534,1981683 861652 635960 776519 1133694
70547,1981683 861652 635960 776519 1133694
70649,1627103 657183 2593483 2596732 1443706
70855,1981683 861652 635960 776519 1133694
71226,1886939 794156 525964 2024094 1516990
72027,1386412 2059944 2018853 2791339 1324393
72461,1732529 1804721 181681 2474905 997790
72570,2148901 1342465 2018483 2256486 1895272
73454,1062183 695609 2126435 2778525 2452263
73471,1640855 2502244 499178 1497942 502139
73525,2002097 278589 1809248 624264 2808334
74032,2778525 1840430 1411422 2754267 1994690
74663,1981683 861652 635960 776519 1133694
75611,1244196 2778525 2414623 668146 291669
76103,1928254 1541359 723096 1391673 472040
76608,2408706 882501 2052424 1562403 168502
76720,1386412 1443706 1212118 1695664 2326256
77440,1014523 750033 436574 640407 1571702
77641,2563065 2348027 1732848 1530750 2778525
77738,1981683 861652 635960 776519 1133694
77942,2593483 1142498 984924 1475454 2781618
77992,2353116 642020 794365 1206070 278589
78016,1835742 1376058 882543 2182715 238156
78100,1732529 1804721 997790 650449 181681
78298,2586376 490987 1003954 1247854 426324
78784,2200859 1550379 2002097 2163770 60344
79349,1981683 861652 635960 776519 1133694
79426,2013432 715409 310958 1313364 592379
79738,278589 398705 545095 2176073 302820
79802,1386412 1443706 1212118 1695664 1355248
80026,561884 1697357 461312 1058425 1700992
80113,1277973 499178 412368 1241389 2083881
80743,1141074 2174587 2169654 861652 635960
80933,1342669 1178946 1967964 2778525 1244196
81213,2778525 278589 1251864 1244196 1036813
81342,1981683 861652 635960 776519 1133694
81375,288485 1597555 1732848 1082798 569889
82204,291669 2546303 2086041 2235265 1261177
82500,1981683 861652 635960 776519 1133694
82645,2476293 1120107 2232294 1492887 1241389
82778,229189 2654810 1262371 1423150 1320279
82848,1244196 1443706 657183 83197 1984327
82953,1244196 1443706 657183 1984327 266412
83200,1981683 861652 635960 776519 1133694
83840,2825431 553342 1361639 2720354 1241563
84028,1082898 2824146 714060 96954 56159
84579,57460 1732848 1096406 2117630 1671183
84814,1443706 1244196 657183 1984327 266412
84989,2031674 2484622 1430243 561002 732576
85006,1251864 1401427 2077189 746757 71903
85011,1981683 861652 635960 776519 1133694
85432,950399 2764775 2479073 2656726 2250103
85921,1244196 636889 1576725 657183 1241389
85958,1981683 861652 635960 776519 1133694
85991,984114 460717 2162493 69820 632448
86194,2556995 1728147 2118010 2477837 952102
86285,1443706 1244196 657183 1984327 266412
86316,1776696 2479396 2766009 1806276 462287
86856,1983757 636889 1136949 2324713 1538515
87127,1513499 1627875 2521154 1829050 1928254
87569,1086695 445302 1910830 2312162 564325
87622,1981683 861652 635960 776519 1133694
87629,1717400 2090253 913976 2714624 1708638
88090,1981683 861652 635960 776519 1133694
88699,1732529 499178 1804721 2047542 181681
89595,1244196 1443706 657183 1014523 750033
89700,1928254 1541359 723096 1391673 472040
90134,1981683 861652 635960 776519 1133694
90275,2477038 278589 1834738 1477953 619132
90552,1981683 861652 635960 776519 1133694
90609,1576725 1994690 2077469 1401427 1984327
90615,1244196 1921641 1386412 2705759 657183
90733,2476293 1120107 2232294 1492887 1513537
91295,291669 2546303 2086041 2235265 1261177
92019,790718 2802000 602977 2801328 615396
92182,74206 1544031 1981683 861652 635960
92343,2293269 2223378 1057407 2080964 984924
93312,1981683 861652 635960 776519 1133694
93887,2182526 1257654 1289358 77400 373331
93930,1516543 1003954 1566231 1972115 731072
94336,1342669 1804723 1984748 1069451 1004165
94417,57460 1732848 2117630 1096406 1671183
94548,2476293 1120107 1086695 2232294 1492887
94665,1981683 861652 635960 776519 1133694
94805,385217 1576725 152305 2283042 1393871
94918,2744235 1086695 2312162 564325 1568260
94945,1981683 861652 635960 776519 1133694
95321,1244196 2791339 266412 1984327 657183
95619,1266678 1056916 1945148 2101723 2455683
96109,1048886 329509 2231249 1684773 1465050
96164,291669 964787 2412512 468120 1835742
96187,1981683 861652 635960 776519 1133694
96756,659576 632512 2734492 2786340 1519543
97135,1732529 1804721 181681 2474905 997790
97204,2778525 2002097 1053542 1244196 1386412
97375,1448046 2504215 2716452 2652769 2546303
98005,1981683 861652 635960 776519 1133694
98174,1981683 861652 635960 776519 1133694
98287,1053542 146669 69820 214466 1541337
98458,1244196 1443706 657183 266412 1984327
98716,291669 2546303 2086041 2235265 1261177
99109,1178946 1230659 546415 2040540 2654710
99155,159582 409207 2565719 870169 1198635
99208,1644077 1796526 1695664 16356 1386412
99598,1981683 861652 635960 776519 1133694
99751,685972 1760592 2348573 1330328 466460
99972,1550605 1543175 2063333 1706622 649371
100399,1981683 861652 635960 776519 1133694
100521,1732529 1804721 181681 2474905 997790
100803,2411495 135655 569889 1244196 762305
101222,403728 1706622 1029608 1627958 984924
101236,1834588 1732529 732207 1804721 181681
101276,1928254 1541359 723096 2563065 1391673
101454,1244196 1443706 657183 266412 2031981
101666,1398109 799322 1317754 657183 433733
101774,1981683 861652 635960 776519 1133694
101857,1732529 1804721 181681 2474905 997790
102002,1430243 2288793 1424471 764484 1226034
102545,1981683 861652 635960 776519 1133694
102885,1981683 861652 635960 776519 1133694
103027,1981683 861652 635960 776519 1133694
103310,278589 2812905 929288 1807932 1258745
103669,1053542 2778525 87014 2047542 382230
104001,1244196 1984327 266412 657183 2791339
104796,1244196 1014523 1571702 750033 436574
104965,2030858 1244196 1928254 657183 1477734
106202,1981683 861652 635960 776519 1133694
106391,1981683 861652 635960 776519 1133694
107447,2477038 278589 1834738 1477953 619132
107528,291669 2546303 2086041 2235265 1261177
107952,1981683 861652 635960 776519 1133694
108109,1994690 1984327 2461867 1182507 1749358
108891,2353116 642020 794365 1206070 278589
108961,2078471 554760 1069281 445231 1972115
109308,1398109 266412 799322 1679143 1317754
109548,1244196 1443706 657183 2778525 1984327
109646,1153035 2049946 2348573 1895272 951920
109809,2049946 657433 1584110 1110375 1139705
110004,1981683 861652 635960 776519 1133694
110221,382230 1073070 1053542 938429 1004270
110636,685972 1760592 1330328 1086695 2348573
110951,1246890 2638669 1447968 2261263 565141
111479,2512859 1013344 2002097 799575 2778525
111602,1981683 861652 635960 776519 1133694
111836,1981683 861652 635960 776519 1133694
113405,2778525 1251864 1244196 648824 2424265
113510,1981683 861652 635960 776519 1133694
113784,1732529 1804721 181681 2474905 997790
113942,2556995 1728147 2477837 2118010 952102
114764,1981683 861652 635960 776519 1133694
115337,1053542 2778525 538069 1971715 1615362
115389,1386412 1212118 266412 1443706 1244196
115642,1042196 2500839 846274 77922 854955
115791,385217 1576725 2582611 2744235 587796
116228,2502351 190790 1101752 145120 905939
116670,1981683 861652 635960 776519 1133694
116847,1053542 2778525 538069 1971715 1615362
116871,1644077 1796526 1695664 16356 1386412
117095,2439867 1475454 1090310 1777100 2183446
117355,1072942 1061295 1386412 1867559 2212956
117952,1443706 1244196 657183 266412 1984327
118118,984924 1244196 1475454 1386412 972388
118326,1981683 861652 635960 776519 1133694
118441,2778525 648824 2424265 2742030 2646953
118743,1981683 861652 635960 776519 1133694
119429,1981683 861652 635960 776519 1133694
119526,1116805 1056916 1329862 1211265 2615773
119952,1895272 291669 711679 1376589 964787
120436,1994690 544811 1096406 1984327 2461867
120617,1014523 436574 750033 640407 1571702
121169,1981683 861652 635960 776519 1133694
121312,1181698 1662460 1835742 1983719 2786340
121482,1513499 1627875 2521154 1829050 1928254
121594,1386412 2148901 1162250 657183 1244196
121611,1981683 861652 635960 776519 1133694
121662,291669 2546303 2086041 2235265 1261177
121757,976482 731751 1576126 2512177 2380491
122086,1433734 830073 1247854 478799 166946
122087,1053542 2778525 538069 1971715 1615362
122260,1042196 2500839 1219043 2018838 846274
122394,2654810 229189 1320279 1423150 1262371
122653,2770160 385217 1821018 2802026 2446758
122688,2439867 1090310 1475454 2313052 1238430
122826,154279 2270801 1680783 2548274 1134495
122862,2778525 579292 1251864 1244196 1036813
123738,1834588 1732529 732207 1804721 181681
123936,2068319 1355647 2281459 415530 168502
124188,600917 182754 2537646 2305682 52413
124399,2778525 1053542 1244196 1251864 278589
124663,194318 1627103 965978 729235 612155
124833,1476699 493171 1411806 1529678 851928
125035,2258108 336009 2256454 1821254 1492716
125163,830073 536047 1895272 2204165 213792
125183,2439867 1090310 1475454 291669 468120
125749,1386412 2148901 1162250 657183 1244196
125921,2651077 201860 2515078 405751 1833381
126548,154279 2270801 1680783 2548274 1134495
126643,950399 2479073 2656726 1417876 2364672
126771,1706622 1424217 1775761 1664453 2750191
127238,278589 2477038 2047542 1834738 1041709
127260,1244196 2791339 266412 1984327 657183
127289,64972 218295 1183354 2431753 880759
127607,1732529 1804721 181681 2474905 997790
128258,1981683 861652 635960 776519 1133694
128444,1507845 109603 62275 2564909 98202
128892,2002097 1195481 278589 2808334 1809248
129287,1981683 861652 635960 776519 1133694
129582,1706622 649371 2239950 577338 1424217
129765,2049946 2348573 1895272 2590469 2255841
130419,912679 465049 91986 333993 1475123
131287,2439867 591901 2187911 1475454 1090310
131400,194318 1627103 729235 598955 365846
131843,2002097 278589 624264 1809248 2808334
131876,1276567 295459 405448 412133 52918
132162,2002097 624264 2778525 278589 1809248
132303,2002097 2204165 799575 2778525 536047
132458,1065465 799322 2729424 2371142 1355647
133042,1732529 1804721 181681 2474905 997790
133480,2824146 714060 1576126 468120 117372
134993,1174707 15226 2431623 2213987 2244505
135249,1732529 1804721 181681 2474905 997790
135647,465818 413158 799322 416248 516788
135701,1706622 649371 577338 1424217 808771
135905,1981683 861652 635960 776519 1133694
136018,1086695 1998464 1398109 1267227 285205
136346,34999 297502 2474800 1034678 1894824
136526,1086695 285205 1582687 1267227 1741180
136595,1386412 1993453 2414623 2791339 1244196
136741,301819 1279643 1443939 2574900 600648
136883,1981683 861652 635960 776519 1133694
137168,1241389 636889 497682 499178 790718
137251,1981683 861652 635960 776519 1133694
137295,1732529 1804721 181681 2474905 997790
137522,2778525 1251864 1244196 1036813 269512
137940,1981683 861652 635960 776519 1133694
138017,2597486 2057931 1338318 555298 277691
138722,579292 1417876 2281309 1905431 1117333
138977,1981683 861652 635960 776519 1133694
138982,2597118 956472 186843 2585095 2667136
139306,1984327 1386412 1086695 2059944 2018853
139725,1981683 861652 635960 776519 1133694
139968,1732529 1804721 997790 650449 181681
140225,2825431 553342 2720354 1361639 1241563
140830,1244196 296295 1443706 1776696 657183
141431,1981683 861652 635960 776519 1133694
141434,2778525 1053542 538069 1244196 2142673
141654,2093033 1728143 2756654 2666148 1297289
141923,494504 768905 226371 1742604 695864
142537,2476293 1120107 1086695 2232294 1492887
142751,2031674 1895272 711679 1376589 2460752
142825,278589 2812905 929288 1807932 897329
142969,1367138 1739511 1426534 275779 444570
143178,1981683 861652 635960 776519 1133694
143537,2310379 2421539 1660565 859242 479851
144144,333993 2704123 2697314 382230 1053542
144191,2452583 2724925 446374 2226988 289704
144636,1981683 861652 635960 776519 1133694
144643,1426750 1702063 224352 233796 2477038
144750,2705759 2128544 1529678 2461001 1921641
145381,2047542 1041709 2778525 1016436 2097556
145533,1981683 861652 635960 776519 1133694
145734,857501 1999148 2701383 72760 41126
145853,1644077 1695664 1796526 16356 1386412
146193,278589 2419090 1160495 1033843 677711
146199,2002097 799575 2778525 1175568 507027
146286,1090310 1731527 2778525 2257514 670541
147516,1732529 1804721 181681 2474905 997790
147664,1386412 2059944 2018853 2791339 1324393
148342,278589 2419090 1160495 1033843 677711
148749,1241389 636889 497682 499178 1340660
148981,646236 378597 672871 2161757 131739
149198,1014523 750033 436574 640407 1571702
149616,1983757 636889 1136949 2324713 1538515
150039,1981683 861652 635960 776519 1133694
150057,1993453 1477734 1519543 205359 680340
150611,1060527 2617587 800485 895510 1935849
150721,1981683 861652 635960 776519 1133694
150852,1981683 861652 635960 776519 1133694
150854,1090310 1731527 2778525 2257514 670541
150858,1846286 1469087 2230175 2012398 1321804
150949,1981683 861652 635960 776519 1133694
150980,2476293 1120107 1492887 1898849 1513537
151024,1706622 1576725 649371 577338 1424217
151528,1981683 861652 635960 776519 1133694
151666,2414623 76630 2002097 278589 1386412
151707,1981683 861652 635960 776519 1133694
152067,1053542 2778525 333993 2002097 2047542
152831,1981683 861652 635960 776519 1133694
153486,830073 478799 166946 213792 1442073
153970,1981683 861652 635960 776519 1133694
154279,2302683 1640028 1399170 548067 1087072
154525,1981683 861652 635960 776519 1133694
154692,2002097 278589 1809248 2808334 624264
155196,939550 846274 675502 94929 1714427
155704,2778525 1813897 1342669 1881835 1967964
155734,291669 2546303 2086041 2235265 1261177
155750,2778525 1251864 1244196 1036813 1053542
156207,1053542 382230 1983719 2462178 1024000
156682,1636794 1141074 1004173 516263 530744
156731,1983757 636889 1136949 2324713 1538515
156890,1576725 2148901 984924 1244196 2077469
157018,1732529 1804721 181681 2474905 997790
157347,1981683 861652 635960 776519 1133694
157372,2778525 1386412 2401766 855714 74727
157411,1251864 1928254 723096 2077189 572937
157436,1981683 861652 635960 776519 1133694
158275,1981683 861652 635960 776519 1133694
158445,1386412 1886939 794156 2791339 1984327
158466,2778525 1251864 1244196 1036813 269512
158759,1981683 861652 635960 776519 1133694
158786,243727 2494962 701000 410738 1355739
158919,1981683 861652 635960 776519 1133694
158944,2818939 2031116 507069 1445349 2019993
159617,2179419 1992846 2282539 1854566 151658
159701,1981683 861652 635960 776519 1133694
159921,965978 1378235 2424693 823512 2008152
160502,2489768 563192 1867675 1717842 1420570
160533,1014523 750033 436574 640407 1571702
160623,1014523 750033 1624781 436574 2392150
161242,1477734 1895272 711679 1376589 1244196
161521,1386412 2018853 2791339 1324393 2594163
161612,1732529 1804721 650449 181681 997790
161662,1981683 861652 635960 776519 1133694
162063,2778525 2521154 2820720 161269 2774804
162457,1179527 2063333 71091 1382986 1785216
162510,373199 2718689 979758 1750840 1317915
162529,1443706 1244196 657183 1984327 266412
162564,1390810 2358045 199978 2232458 637761
162646,2002097 799575 2778525 1175568 507027
164126,385217 1576725 2283042 2582611 2744235
164502,2476293 1059979 2215849 1492887 398611
165095,2597486 2057931 1338318 555298 277691
166047,1981683 861652 635960 776519 1133694
166280,1244196 266412 2791339 1984327 657183
166546,1478897 227780 508808 1426451 2559625
166998,1251864 1401427 2077189 952102 737865
167169,2356414 2778525 1386412 2514951 2401766
167292,2289895 1172387 1636910 2789681 550867
167793,278589 2812905 929288 1807932 1258745
167910,1981683 861652 635960 776519 1133694
168003,1981683 861652 635960 776519 1133694
168241,1981683 861652 635960 776519 1133694
168452,1371044 1829314 1627994 2454919 2156964
168573,1981683 861652 635960 776519 1133694
168880,1062183 790718 695609 2126435 602977
168971,1981683 861652 635960 776519 1133694
169437,1014523 750033 640407 436574 1571702
169786,1244196 657183 1627103 109925 1443706
170008,2250299 2043929 1194436 1602196 2501356
170333,1981683 861652 635960 776519 1133694
170601,2439867 591901 2187911 1679143 1892946
170611,2002097 278589 1809248 789578 562740
170666,2539405 802988 1751209 2323802 2625619
171078,291669 2086041 2546303 2235265 1261177
171152,1042196 70127 2616539 2572978 1171945
171375,342812 1099804 2457005 530013 850870
171516,1981683 861652 635960 776519 1133694
172325,1244196 296295 1023152 2266435 1519543
172413,2057931 2597486 1338318 555298 277691
172636,2047542 1041709 2778525 1016436 2097556
173125,2778525 1053542 1244196 1251864 1036813
173245,2452583 2724925 446374 124111 2226988
173555,1981683 861652 635960 776519 1133694
174181,2414623 1754395 1386412 2348027 2259652
174608,1864233 1014523 2392150 1440466 872280
174882,291669 2546303 2086041 2235265 1261177
175027,1386412 1695664 1443706 1212118 1355248
175162,609559 2002390 2513600 59601 243727
175344,2337857 105410 1178619 1442170 1529117
175369,2148901 1895272 2256486 2337857 105410
175546,1760050 2142899 278589 298307 1741180
175644,1386412 2059944 2018853 1324393 2791339
175696,1998464 1398109 518862 830073 2575631
176268,818187 1174528 439558 1080462 1421702
176638,1014523 750033 436574 640407 1571702
177089,2027156 1774241 245634 2303921 2086041
177373,1443706 1244196 657183 1984327 266412
178074,1181698 1662460 1835742 1983719 204756
178588,2778525 1251864 1244196 494504 1036813
178902,1568572 26945 1529117 2377695 619132
178946,1644077 1796526 1695664 16356 1386412
179637,2556995 278589 2118010 1196753 2477837
179690,1981683 861652 635960 776519 1133694
179744,523820 296295 1606473 657183 1548201
180411,1244196 1443706 657183 1984327 266412
180693,2002097 278589 1809248 2808334 624264
180988,1065465 799322 2729424 2371142 1355647
181348,291669 964787 2412512 468120 1835742
181413,1994690 1984327 2461867 1182507 1749358
181536,1898849 2183922 1218572 1140328 402269
181782,1981683 861652 635960 776519 1133694
182123,1810280 1552411 1018089 858998 139979
182147,1174707 2431623 15226 2213987 2244505
182605,984924 1475454 972388 2343620 1206551
182959,2778525 1090310 1731527 291669 468120
183367,1981683 861652 635960 776519 1133694
183704,2414623 1524050 2535688 1095941 1754395
183959,1244196 2228095 1389265 1634983 1804551
183987,1928254 2778525 1541359 723096 2563065
184048,1386412 2148901 1162250 657183 1244196
184787,1981683 861652 635960 776519 1133694
185441,1436164 2072280 1171271 2458486 2256942
186401,579292 2778525 2047542 1053542 1041709
186899,2002097 799575 2778525 1175568 507027
186960,1062183 695609 2126435 1828482 2452263
187284,243727 2494962 701000 1246890 410738
187935,1426750 1702063 224352 233796 2477038
187991,1981683 861652 635960 776519 1133694
188190,2566411 2825431 553342 2720354 1361639
188906,1981683 861652 635960 776519 1133694
189264,1981683 861652 635960 776519 1133694
189295,1981683 861652 635960 776519 1133694
189309,2778525 2085209 1104146 1053542 823512
189335,2730830 2414735 532267 2474739 1208016
