user_id,recommended_items
22206,2382358 1272546 1046648 274885 138256
22591,2264926 1834588 486177 100254 771416
22728,1180447 1035522 2446984 1600792 2160496
23229,2382371 1908731 1180447 333283 1035522
23361,1528519 571349 2348591 1734047 1105432
23459,1974596 1858164 2313955 278589 2797392
23667,2161079 2010975 675327 483395 1872260
23718,75845 2021532 1430243 1244196 266412
24419,1180447 1035522 2446984 1600792 2160496
24465,784737 1073158 437245 657183 654546
25906,318540 2468672 570383 566227 935775
26038,1330350 1334568 2546303 1172251 291669
26658,1140869 1422652 2376419 460717 1053452
27187,872103 2588441 2348573 415358 44126
27501,692997 1873936 1590221 1824686 935397
27638,1823509 247719 2774273 1036813 771416
27707,1211336 886410 2832662 384116 1748655
27727,1405061 2266859 1140869 1053452 79531
27845,2778525 830073 470426 211863 1244196
27931,203144 255438 1751051 2428220 776155
28232,58071 2235265 2656977 1334568 1835742
28739,2822465 243284 1418743 2020878 78739
28801,1181656 757207 894811 1376234 1406238
28972,1194779 1627100 2825431 2511483 1197965
29072,557005 1074013 1086695 340121 2770160
29146,1900852 1601253 100805 783582 761770
29212,2802026 1634191 2166753 128039 1760443
29340,1674593 731325 1336689 1003558 459760
29449,536047 872103 415358 1074013 2403810
29519,1984327 657183 2487208 1162250 2791339
30094,1879870 965978 2712821 670891 1071932
30368,1180447 1035522 2446984 1600792 2160496
30774,1180447 1035522 2446984 1600792 2160496
30910,625711 2422536 1636910 2712481 640377
31318,1788671 2402625 1386412 1036813 315676
32111,1180447 1035522 2446984 1600792 2160496
32371,2109298 1654471 1200177 710935 1679440
32434,2727399 1765833 2377923 2618175 2152933
33119,1180447 1035522 2446984 1600792 2160496
33317,952102 1251864 2164654 225940 923245
33492,373199 717516 2718689 2123938 364520
33552,2331023 2680800 2616965 2778525 1437142
33704,657183 1162250 2791339 1984327 365608
35125,921674 24587 436637 2078554 1814388
35517,528970 1770012 2187777 2391422 1917327
35752,2184369 730347 343377 183589 1053452
36049,1485135 948249 1598367 1664418 1042804
36125,110711 2215552 117018 2795800 374376
36396,1180447 1035522 2446984 1600792 2160496
36940,2825431 1172251 2590469 2546303 1330350
37187,357638 1394852 1498036 839008 831369
37351,2373620 958759 2555032 668280 1676815
38059,1199414 98202 1571176 2282988 1112083
38189,1576126 1295570 542469 1053452 1387396
38365,2350341 1133414 1237071 1053452 1201171
38481,757207 1181656 1475164 1376234 1406238
38730,1056667 2462072 294812 2083881 1330328
38944,2617657 1843330 1504472 985008 298622
39189,1180447 1035522 2446984 1600792 2160496
39773,1736650 1036014 1726479 2375097 746284
39778,1983719 2388776 640407 1024000 542825
40141,2778525 823512 1742926 1053542 299236
40180,1515145 1563211 1125527 1434783 1967011
40246,1150284 317785 1641979 1934302 818187
40468,161945 1726815 1613050 828659 2108842
41309,1180447 1035522 2446984 1600792 2160496
41345,775659 1733308 156880 941986 949723
41383,1855766 2421624 1465807 2366062 1475481
41403,381044 942253 1140869 500348 1386412
41629,1531419 797433 1003543 1803857 526154
41649,1013617 1120260 794156 460717 1092204
42051,2288244 2199886 2331420 1045268 1811731
42321,1180447 1035522 2446984 1600792 2160496
42617,931519 1382937 689551 1607452 1025299
42912,2313955 2609595 2619713 1974596 381007
43088,2234790 2664491 16356 2143502 2437701
43399,215823 2178356 1113998 1747760 2614082
43444,1180447 1035522 2446984 1600792 2160496
44628,546415 2734492 2459185 1330328 48646
46074,1180447 1035522 2446984 1600792 2160496
46106,2475730 1573227 850215 1864783 1575865
46377,107638 244777 723777 1250729 675755
46391,757207 2735795 2821618 1259454 2462164
46874,1386412 2002097 2413494 2295019 343377
47353,2396714 1749358 2590469 1957119 1608608
47387,2263482 478799 2688366 1593280 2132793
47475,1386412 657183 2791339 1162250 1244196
47662,2813729 1278190 2241130 2034234 1048667
48463,1180447 1035522 2446984 1600792 2160496
48478,2778525 2545674 1766391 1526269 36053
48675,2037477 801479 1142828 437971 953966
48789,460717 2232458 178401 2523529 1100806
49239,1801603 1728166 973863 567107 436140
49334,2280570 690167 1829375 2061955 327940
49418,2791339 850110 657183 1386412 1984327
49794,206968 854603 1608608 1336796 1031734
50754,135147 503355 2715344 996912 730008
50874,222625 2538685 895825 2334485 2286773
51289,441872 1996291 923541 1534548 2750191
51380,494929 1164198 898141 2038875 2586566
51416,162125 1224460 1801949 107638 889628
51445,1983719 2329160 589524 2710882 2778525
51851,460717 491158 755383 1928254 794156
52067,1776960 995805 1287265 2595005 2698468
52207,1019646 880503 1430703 2183922 2724702
52730,657183 365608 2791339 1244196 2031981
52831,2791339 1883086 2106311 1984327 657183
53121,1742604 613163 592839 863880 1053452
53574,499178 1623663 1086695 1101229 973448
53638,1728143 1414555 415377 2472921 419011
53677,2356407 2786340 186435 436574 36063
53760,2043929 2250299 2396028 77575 2162032
53874,445302 1328711 2652417 1276302 298067
54382,1788671 1165605 2593483 1386412 2402625
55261,213787 2036210 1291544 1644811 2142899
55358,1230659 2141321 102981 1810787 2053679
55450,2605738 300430 799754 2747710 2740435
55534,1942748 1180447 2446984 1600792 2160496
56110,931519 1001431 175200 956208 1025299
56216,1237071 468120 1201171 2490294 1133414
56227,83465 2746519 2521154 2705484 817354
56317,906846 822702 1319581 956208 2401732
56439,2073725 1381522 954316 822471 2403696
57013,1244196 1443706 1053452 657183 1386412
58197,2002097 2532610 722433 437245 2593483
58250,2123317 540679 790528 389610 1549837
58548,952102 429339 651003 360955 872228
58600,1140869 1053452 278589 47583 460717
58624,1053542 1233470 2778525 1244196 1053452
58695,1659908 2574307 2284680 162114 2717959
58784,1180447 1035522 2446984 1600792 2160496
58798,1180447 1035522 2446984 1600792 2160496
58833,1899627 2712481 1320309 1283607 2071531
59104,100254 2264926 761082 1546716 2742030
59135,1377505 2602013 1339917 585892 593562
59546,1130719 2233456 2041656 2375182 2730942
59782,2227804 737718 2499112 2517508 2113478
59842,1984327 2684838 2277810 2728774 2294213
60155,2729342 1044973 1606464 942394 2351417
60471,789747 2469995 669093 2077189 990421
60496,1180447 1035522 2446984 1600792 2160496
61016,2778525 823512 1053542 1742926 299236
61298,2683078 1387396 2778525 1680783 2176137
61873,1025827 1644114 1250729 2080276 1228322
62808,1510306 399435 1640855 1775895 2581186
62908,1796035 1793991 2371338 1053452 2466095
62914,1180447 1035522 2446984 1600792 2160496
63061,1620145 1794685 1301316 1499394 366927
63163,497400 1206551 229279 2259627 1347460
63322,2294453 1242727 590897 605716 2308522
63597,109498 1583710 349760 1944018 1386412
63753,1677326 2368324 2754141 2378519 2538232
63872,1011174 1439913 1816175 2562177 1857507
64303,1162250 657183 1386412 1053452 784737
64930,655715 246301 244393 437245 2581562
65592,1928254 472040 2354697 723096 967007
66592,1284120 428921 181186 2453883 1020162
66908,704947 588946 1138053 1856323 2335600
67173,1179527 507053 1751866 1854464 71091
67354,1717400 1489714 2445142 1147059 4872
67659,410414 2466095 1244196 2304682 207878
67705,2142251 2446758 457843 2770160 2795800
67752,1180447 1035522 2446984 1600792 2160496
67939,886884 2027867 2229101 275226 349653
69088,1180447 1035522 2446984 1600792 2160496
69418,278589 1230659 1480251 1681682 801479
69428,722433 2532610 83197 1056502 2557535
69757,511147 1166629 2467156 2287767 2484384
70134,2778525 2791339 536047 1317915 2593483
70534,1264420 981499 1592663 2786904 2636095
70547,1239082 76761 1931511 2633378 2503342
70649,1244196 410414 1920047 1953846 1053452
70855,477856 1807932 478529 1596007 1549837
71226,2178356 1747760 1212118 787681 85114
72027,1419444 192377 2826101 2268052 1002483
72461,872103 1079601 415358 2348573 1117449
72570,1827898 1394852 18872 534894 668146
73454,1575865 2680615 1177446 2420405 2127465
73471,2813729 2241130 1278190 1290818 1230541
73525,1145139 616611 2253381 2761625 908537
74032,1180447 1035522 2446984 1600792 2160496
74663,980988 65610 965827 1413621 78660
75611,1117449 1073158 2086041 300233 1334568
76103,491817 5937 1541359 1391673 528526
76608,95424 662225 1773087 2414164 1569962
76720,784737 2021532 1317915 1808280 907363
77440,1276238 1160495 2781774 2529273 2249164
77641,1053452 1244196 1133414 1233470 784737
77738,431103 551925 2040236 1834691 2324713
77942,1180447 1035522 2446984 1600792 2160496
77992,57227 390015 2802638 1811599 1709061
78016,1986537 1398399 1126599 1860448 436208
78100,677711 1084856 2348692 390398 650449
78298,1180447 1035522 2446984 1600792 2160496
78784,1659207 270144 770613 2820443 265522
79349,2343444 611103 1390003 425507 1841756
79426,2476293 2780766 1430703 984463 1954214
79738,1714934 1149548 1270420 479552 1012298
79802,460717 2596732 2831562 505157 2209141
80026,1788671 2791339 315676 1386412 657183
80113,1180447 1035522 2446984 1600792 2160496
80743,1244196 1053452 1443706 657183 2778525
80933,994121 2654710 743368 1757904 2320612
81213,2409634 1140869 1053452 278589 2831562
81342,1496107 343575 803136 95514 602838
81375,1180447 1035522 2446984 1600792 2160496
82204,2529364 2786146 2195112 986950 291669
82500,1566544 1916819 2724162 1041132 567617
82645,788342 1437076 1318819 66474 2102697
82778,823512 2778525 1742926 2013599 2310379
82848,1180447 1035522 2446984 1600792 2160496
82953,1201171 1443706 1053452 1133414 1244196
83200,2770160 872103 457843 712901 1706622
83840,951143 471718 1386412 347217 685054
84028,437245 282176 1120260 357703 1376433
84579,939550 1714427 2215552 863419 366927
84814,1180447 1035522 2446984 1600792 2160496
84989,1366236 876529 1844001 602260 2031674
85006,1325517 223461 2454760 2557024 995008
85011,2746931 2456002 233519 381226 2115677
85432,801479 2362507 1631404 2202029 1816977
85921,2042526 446730 673299 2265362 2630413
85958,1180447 1035522 2446984 1600792 2160496
85991,1550643 117372 1111528 567928 1090310
86194,2256663 2385595 591045 30878 707286
86285,1133414 2350341 1053452 1237071 1201171
86316,1884979 749863 1295869 556093 1728196
86856,640162 1576725 983860 1914098 1194123
87127,1180447 1035522 2446984 1600792 2160496
87569,925751 209611 499178 1776696 1074013
87622,278589 79531 794156 47583 1244196
87629,1928254 472040 723096 460717 1386412
88090,2163810 2323756 682557 1223804 1132855
88699,1687268 1772772 1785014 2360803 1874092
89595,1180447 1035522 2446984 1600792 2160496
89700,2635038 779190 908778 1519543 1899627
90134,1587012 1560697 1096954 1830693 2549022
90275,2358007 601971 1530146 857074 278589
90552,934577 1101860 2642920 1373134 1751372
90609,2778525 625711 2734883 1886939 984114
90615,1053452 1443706 1386412 738213 1244196
90733,1430703 1646883 1857507 1898849 1218572
91295,1334568 683831 2546303 1426750 1702063
92019,265522 1056667 2108533 1884305 770613
92182,1180447 1035522 2446984 1600792 2160496
92343,1513499 2430209 686722 1652258 2292605
93312,1180447 1035522 2446984 1600792 2160496
93887,2664573 544950 2749753 907073 947909
93930,1566231 1051740 477856 973863 1669539
94336,2054897 708734 2099254 1425801 324657
94417,1092821 2002097 1386412 2791339 657183
94548,1180447 1035522 2446984 1600792 2160496
94665,1437076 2693538 619132 2414494 945819
94805,1053452 1244196 2152933 625711 1165605
94918,865510 230632 1434291 870255 1677394
94945,2645116 1365068 860488 1817563 2042481
95321,1796035 2371338 1793991 2466095 1266579
95619,1180447 1035522 2446984 1600792 2160496
96109,734196 1355647 415530 1717349 1254924
96164,306857 1419444 1150235 1427250 671359
96187,2313894 1244196 2142038 1053452 657183
96756,1180447 1035522 2446984 1600792 2160496
97135,2778662 268652 2337997 2157347 1867675
97204,2308293 2127719 2162779 364509 2388846
97375,2786146 1486947 2438243 244777 291669
98005,2181472 1772574 354156 1811333 363569
98174,1180447 1035522 2446984 1600792 2160496
98287,966979 1271958 243570 129847 381044
98458,1455644 343377 387201 2065842 1241193
98716,2590469 2348573 2200859 295666 640181
99109,203784 562420 1832004 1576126 1508378
99155,332313 278001 2133903 288040 1476396
99208,2684838 350611 1636910 2618175 2462883
99598,1180447 1035522 2446984 1600792 2160496
99751,1712302 2121552 601251 296654 478208
99972,256095 84304 863312 1830993 2528296
100399,2331463 1138024 1931543 2270467 508531
100521,419011 2807551 2430783 2007551 1575494
100803,549843 1244196 1443706 2031981 1233968
101222,2191983 374376 2091019 1437076 1830993
101236,335428 1536575 590953 1297092 380703
101276,873709 2433077 514976 982132 219154
101454,976588 986089 2468202 2148850 2384989
101666,266412 1679143 365608 1244196 2031981
101774,528526 1642285 1541359 642020 2775160
101857,1180447 1035522 2446984 1600792 2160496
102002,1180447 1035522 2446984 1600792 2160496
102545,2597123 2418734 2157027 2050937 670541
102885,127750 2669570 1431278 1749097 447985
103027,35677 1550865 1867142 1520888 173221
103310,2461223 1959710 323630 1803526 2202474
103669,671237 1113998 215823 90842 380346
104001,1053452 1244196 2796479 1133414 657183
104796,1631864 2713095 1276567 2141770 724132
104965,2660875 2822479 1231832 1509637 2198836
106202,1180447 1035522 2446984 1600792 2160496
106391,1570385 2308293 1829851 364509 2131741
107447,2353095 2441881 1306330 1790865 1439277
107528,997263 1123592 1427250 886537 2640781
107952,1180447 1035522 2446984 1600792 2160496
108109,1053542 1386412 2778525 460717 447985
108891,2559610 1567744 2106404 2681118 2652961
108961,1180447 1035522 2446984 1600792 2160496
109308,2575067 2271421 399441 1243154 1502840
109548,595394 85114 2102097 2686805 2656500
109646,1073158 1545422 1500071 1334568 553299
109809,1367536 1317298 1000903 1662488 1095035
110004,1038792 1144275 311944 2080276 1573166
110221,1180447 1035522 2446984 1600792 2160496
110636,2572084 1252329 1703205 1500071 921845
110951,2012589 1496752 226749 1079601 1175964
111479,1519807 2619343 1427677 1563294 2008676
111602,345001 213839 2770369 2450694 1648491
111836,2101393 2077563 2027136 414143 282710
113405,2683078 2778525 1680783 2660769 287676
113510,343377 657183 1386412 2791339 784737
113784,2522189 2319886 1982846 12160 2097642
113942,764737 1350401 2521535 1251864 1287089
114764,1403103 546243 2157347 1060148 69520
115337,2778525 1053542 1233470 2310939 823512
115389,1180447 1035522 2446984 1600792 2160496
115642,1219043 650449 2532 1869924 2790530
115791,2051404 2283042 1181698 2031981 2466095
116228,2078880 1713086 1714428 711264 1325160
116670,2136238 2515249 2825827 1651430 1049038
116847,1233470 1053542 2778525 1053452 1244196
116871,2192211 79531 2096789 2142251 412368
117095,1133414 2439867 1237071 591901 1053452
117355,365608 1265432 908778 1119495 248625
117952,1984327 1469274 2791339 2106311 657183
118118,1194436 1540118 827711 1087072 354268
118326,949720 1000266 628171 329308 2571317
118441,572874 2547974 1311146 104661 1575191
118743,1386412 1274336 2822465 76630 767669
119429,2770287 4872 1018726 432522 924484
119526,1180447 1035522 2446984 1600792 2160496
119952,1237071 1133414 468120 1201171 1679143
120436,1053452 536047 784737 1092821 1123592
120617,1446807 2487208 2203488 1053452 332482
121169,803475 515031 2440859 273279 1268505
121312,632512 464684 1402854 1684013 238223
121482,2021532 1728847 907363 1808280 2712481
121594,1874971 542469 1130831 1778279 1953846
121611,2778525 784737 1053452 657183 734196
121662,1117449 215982 1073158 300233 1895272
121757,2512177 577877 781177 294846 2375177
122086,1180447 1035522 2446984 1600792 2160496
122087,2487208 657183 1218015 1053452 1793991
122260,2590750 274858 973355 258423 509306
122394,1180447 1035522 2446984 1600792 2160496
122653,1180447 1035522 2446984 1600792 2160496
122688,1180447 1035522 2446984 1600792 2160496
122826,2485617 1920764 1431191 2083058 480222
122862,2326585 797176 2126142 2017921 728296
123738,1673509 1883195 1817618 2201514 161713
123936,1138032 715272 287676 257339 859242
124188,299236 2778525 1742926 1053542 823512
124399,1433888 1525983 1907970 1541359 2775160
124663,2163770 1521582 1453788 1964124 1570594
124833,1180447 1035522 2446984 1600792 2160496
125035,2572440 1242435 2084369 1900827 2348573
125163,1398109 1042196 166946 2436828 830073
125183,85400 1378698 2258594 1506186 1851586
125749,807419 1296310 2796444 2183394 2595002
125921,261735 1455644 322785 2719827 902049
126548,2397541 2040236 1380746 1860035 47583
126643,431103 1052349 1726359 1682517 372265
126771,472594 540654 1122477 667882 478903
127238,1180447 1035522 2446984 1600792 2160496
127260,1914844 2295019 2572663 2689330 1494602
127289,2466095 2031981 410414 569889 1053542
127607,1318819 30031 522528 2577934 2581480
128258,1935754 2578166 457392 173221 2039641
128444,2062886 2802606 1876513 1837308 2834408
128892,85114 318540 1553155 986089 830631
129287,668361 1074013 1054461 1433917 2625619
129582,2663412 2778525 2782966 2608751 2665644
129765,1834588 2264926 1328711 41406 995008
130419,2302485 1605560 1733639 1297827 876917
131287,1237071 2439867 2687072 1133414 1679143
131400,1368635 194241 2409634 1025299 67174
131843,1053452 1386412 1244196 1636910 2796479
131876,1053452 1244196 2778525 1129899 1133414
132162,169402 1960599 1562880 2758622 1588493
132303,1928254 472040 967007 723096 2256663
132458,784737 306857 683831 657183 1053452
133042,262746 1242319 2396870 351624 990808
133480,2148842 621957 2100823 700925 342408
134993,1180447 1035522 2446984 1600792 2160496
135249,2697475 1806276 2669982 1153010 992728
135647,340716 487795 1977105 2328428 2715811
135701,1682517 2221762 686722 623539 317172
135905,1386412 1352341 18872 1244196 657183
136018,1550605 105999 342408 518758 2028383
136346,31488 616169 32124 1193409 707286
136526,222999 2039543 2417391 741348 1870745
136595,1775397 1867142 1972717 2378684 2794566
136741,2619343 1092204 1519807 680520 322093
136883,569889 2031981 1244196 2466095 1393871
137168,1410250 561185 1452380 1890132 1147481
137251,2420405 2313955 278589 2609595 1974596
137295,175200 110920 865510 1001431 1025827
137522,2705759 1189146 1811496 1443706 243570
137940,2617657 340260 1295792 298622 1721435
138017,2353771 258503 499178 2701725 915203
138722,1443706 1317915 2712481 1244196 152021
138977,160142 1863127 218943 1257566 1418028
138982,1443706 1244196 1053452 738213 1162250
139306,1975150 2750191 1706622 1424217 1664453
139725,1742926 1034940 1762257 882152 2778525
139968,2397541 200072 1476699 2664128 1265391
140225,1021972 2300595 2405911 1452316 871329
140830,1074013 2703440 712901 2591440 209611
141431,1180447 1035522 2446984 1600792 2160496
141434,1053542 2778525 1233470 538069 1640028
141654,493729 316687 2556498 1990315 2672208
141923,2415922 43306 2635038 2766099 332320
142537,1180447 1035522 2446984 1600792 2160496
142751,1500071 1545422 2705759 73696 1330328
142825,1345405 973451 973448 186124 1804543
142969,245748 2380296 462526 637756 2445448
143178,1180447 1035522 2446984 1600792 2160496
143537,1138032 257339 1508005 2291241 851795
144144,2459185 1187250 2316514 48646 2445142
144191,133593 1889502 1870236 928461 1048638
144636,1180447 1035522 2446984 1600792 2160496
144643,2778525 1053542 823512 1742926 1244196
144750,398214 2071234 1508399 23873 2622787
145381,1746739 1309786 203998 463780 2800757
145533,2651077 1365983 2117401 22334 2590882
145734,1233470 1053542 1807819 2778525 1053452
145853,360505 794156 1886939 223623 2024094
146193,1180447 1035522 2446984 1600792 2160496
146199,1520549 1993864 1735010 1117371 2587211
146286,1180447 1035522 2446984 1600792 2160496
147516,1340660 58071 1712984 372938 414175
147664,245823 751897 2464714 1470002 597214
148342,600926 68981 1968512 105599 866195
148749,2705797 1680356 1846980 1856752 2446758
148981,2476174 826407 1736695 2047542 1115942
149198,1180447 1035522 2446984 1600792 2160496
149616,1180447 1035522 2446984 1600792 2160496
150039,2778525 1678419 472171 984924 67174
150057,1950864 2198329 2637434 2039641 1096595
150611,2479678 854462 1783205 415631 1852396
150721,2292128 560311 2192450 840760 2178003
150852,1848140 2672708 759844 884199 1911499
150854,295634 1087072 1591624 1119926 984924
150858,2211447 1113937 2232446 2532610 2739206
150949,2423978 1984327 1162250 657183 2106311
150980,507027 1965763 2096789 823117 2394575
151024,1584738 1756912 2290313 2054783 715061
151528,742821 349708 2469995 494504 1490527
151666,1180447 1035522 2446984 1600792 2160496
151707,2398985 2456593 2324846 2505733 1637644
152067,1427250 748663 466597 886537 1123592
152831,352803 1297941 1025812 301180 1928254
153486,2298243 1638868 650473 465703 65474
153970,278589 2686805 1172080 1244196 79531
154279,2654710 518758 1550605 1921412 2502857
154525,1241389 2701383 1860258 341086 2681028
154692,650000 2131853 42828 389187 1646164
155196,2693923 2608498 2121393 2129949 1510180
155704,652924 1114032 1680783 2548274 2097556
155734,1180447 1035522 2446984 1600792 2160496
155750,1053452 1244196 2719617 2749753 1443706
156207,144129 1554139 1305092 122430 1768401
156682,1330328 2441881 265522 2080276 2102697
156731,1829050 676916 1545656 2377923 1633706
156890,97350 119619 432717 2301018 567560
157018,2350049 2372748 1328711 1849280 270260
157347,35677 16356 30878 1683428 1867675
157372,1053452 2002097 343377 1244196 1690013
157411,2170079 2030858 1928254 967007 818136
157436,960065 1967297 2304152 1240656 1660566
158275,1180447 1035522 2446984 1600792 2160496
158445,1180447 1035522 2446984 1600792 2160496
158466,2005303 1550605 548067 2007356 911727
158759,744812 2125180 1266629 2098463 2053021
158786,2095614 1855215 1751866 484718 1179527
158919,1180447 1035522 2446984 1600792 2160496
158944,1180447 1035522 2446984 1600792 2160496
159617,872103 2348573 1348967 415358 780835
159701,579292 2687072 1932410 1885499 956239
159921,1728166 757207 165475 1534045 357363
160502,769201 592503 2059218 92026 1940000
160533,759352 2389697 1301925 1034455 376645
160623,256650 2296573 1661440 88198 1081656
161242,2778525 1053542 2660436 2310939 680340
161521,1776330 2760857 657183 2059944 1244196
161612,1419444 466597 1427250 748663 1123592
161662,1180447 1035522 2446984 1600792 2160496
162063,2833871 1509657 2778525 668146 465818
162457,248669 1568572 2742030 2646953 1394852
162510,1422357 117018 612155 2336701 1509637
162529,2409634 1140869 1053452 2831562 278589
162564,2232458 1273171 1133855 2131994 2137257
162646,2675123 485253 905623 107246 1260457
164126,1180447 1035522 2446984 1600792 2160496
164502,1492887 562726 2600575 1052097 2279003
165095,701000 243727 149808 1751866 2366926
166047,1306721 1089730 1221193 810983 311081
166280,1244196 2031981 2791339 1053452 657183
166546,2751394 1273652 1576126 1720899 2073174
166998,207426 467212 2427718 1522487 969775
167169,779190 2191983 535530 2375978 2635038
167292,278589 2477038 460717 1577113 2466095
167793,1685159 2493235 1928346 893403 1543409
167910,1053452 419011 1244196 1334568 1133414
168003,161407 1364790 810659 2396969 754934
168241,1742926 1860554 1337011 2778525 823512
168452,1548072 2180930 500568 2778525 1124377
168573,2375182 2669570 1292557 1402854 1472220
168880,1180447 1035522 2446984 1600792 2160496
168971,1180447 1035522 2446984 1600792 2160496
169437,2477038 1577113 278589 2303435 828514
169786,1953846 542469 468120 1133414 1237071
170008,313851 2244505 315676 2438615 1428371
170333,127750 2369985 206968 2570502 1451951
170601,1053452 1953846 1237071 2796479 1244196
170611,1834826 56989 2462072 1382071 1380296
170666,1165605 1775397 2734883 625711 1695664
171078,1180447 1035522 2446984 1600792 2160496
171152,2529364 2195112 2310385 394117 1049796
171375,231850 2296112 1525604 1921412 1543175
171516,2466095 2637535 357703 2487208 2031981
172325,2778525 823512 152021 1490527 2712481
172413,701000 243727 611103 149808 2494962
172636,2289795 1041709 765477 410070 1805606
173125,2778525 1133414 1237071 1386412 657183
173245,1180447 1035522 2446984 1600792 2160496
173555,1034940 2815175 874990 1762257 2054979
174181,2437289 1213698 2593483 1386412 2152933
174608,1162583 686902 1340335 1976901 715621
174882,1180447 1035522 2446984 1600792 2160496
175027,2460032 477992 1503597 1080239 2832386
175162,1180447 1035522 2446984 1600792 2160496
175344,507069 184482 616547 553435 1852396
175369,1180447 1035522 2446984 1600792 2160496
175546,2277810 546415 1788671 2593483 1928254
175644,2791339 437245 1513499 2656465 1566296
175696,816307 2319540 1744585 109931 2372420
176268,2364925 190501 672404 2091760 2058119
176638,399596 1770875 2175889 436574 276031
177089,1180447 1035522 2446984 1600792 2160496
177373,576752 1212118 2547597 1174707 829855
178074,1495140 562551 1753570 2323055 2094372
178588,1776330 2152933 2038875 1212118 1855604
178902,1935754 1255884 1266531 1912509 173221
178946,828489 1943244 228623 640181 2685765
179637,482801 2819280 2042925 849208 2625445
179690,2703799 823512 1599678 633335 2660875
179744,1433892 1394815 2530342 1661019 1196541
180411,1180447 1035522 2446984 1600792 2160496
180693,79531 2002097 1417963 1128505 1092821
180988,1984111 1654471 1601253 710935 2105173
181348,1297092 107638 902396 81952 1946950
181413,1053452 657183 1244196 1069281 434392
181536,2013432 1887309 1380246 1198429 1078376
181782,278589 1113937 1172080 2590849 2532610
182123,881194 2469741 873850 1438546 747434
182147,784205 776155 248669 1055703 661298
182605,1053452 542469 1201171 1133414 667505
182959,1827898 2546291 1394852 18872 1240553
183367,1466464 411274 1444225 2400518 2226057
183704,1180447 1035522 2446984 1600792 2160496
183959,1053452 1244196 1386412 657183 2796479
183987,2384418 1622865 2101895 1542486 219314
184048,1180447 1035522 2446984 1600792 2160496
184787,392574 1019564 1358575 114551 2052082
