user_id,recommended_items
62908,1443706 1244196 657183 1984327 1162250
62914,1981683 861652 635960 776519 1133694
63061,1646190 2614865 1672211 1162250 1348274
63163,2778525 1041709 2097556 743368 1053542
63322,1972115 1843536 2637434 2029964 1695664
63597,1443706 1244196 657183 1984327 1162250
63753,1981683 861652 635960 776519 1133694
63872,1439913 67256 118036 124106 2414288
64303,1244196 2791339 1984327 266412 657183
64930,1981683 861652 635960 776519 1133694
65592,1928254 723096 472040 1118308 967007
66592,1981683 861652 635960 776519 1133694
66908,1981683 861652 635960 776519 1133694
67173,1981683 861652 635960 776519 1133694
67354,2750191 2811546 619666 1001431 1053542
67659,1244196 2791339 1984327 266412 657183
67705,1981683 861652 635960 776519 1133694
67752,291669 2086041 2235265 1430325 920520
67939,2778525 1550865 1881835 1389841 823512
69088,1981683 861652 635960 776519 1133694
69418,278589 2477038 1514804 23808 1834738
69428,2778525 278589 1928254 1386412 79531
69757,1981683 861652 635960 776519 1133694
70134,1796526 1386412 1695664 1754395 16356
70534,1981683 861652 635960 776519 1133694
70547,1981683 861652 635960 776519 1133694
70649,657183 2593483 1443706 1213698 2791339
70855,1981683 861652 635960 776519 1133694
71226,1886939 794156 2024094 460717 1274931
72027,1386412 2791339 1324393 1984327 2636210
72461,1732529 181681 2834956 85340 997790
72570,2778525 278589 2770160 2148901 1996291
73454,2778525 1386412 1062183 278589 2452263
73471,499178 2502244 502139 2128544 1497942
73525,278589 2002097 2778525 79531 705651
74032,2778525 1984327 1994690 1840430 1411422
74663,1981683 861652 635960 776519 1133694
75611,1244196 2778525 291669 1386412 2791339
76103,1928254 723096 472040 1118308 1541359
76608,2408706 1562403 882501 1972717 2052424
76720,1386412 1443706 1695664 1212118 1513499
77440,1014523 436574 984228 1624781 640407
77641,2348027 2563065 2778525 1624781 1732848
77738,1981683 861652 635960 776519 1133694
77942,373303 1244196 2593483 984924 667505
77992,794365 278589 2288244 430258 2353116
78016,1376058 1835742 2182715 882543 2086041
78100,1732529 997790 1714855 650449 181681
78298,2586376 490987 1003954 426324 1247854
78784,2002097 1386412 1432568 1317915 2778525
79349,1981683 861652 635960 776519 1133694
79426,2013432 310958 715409 1313364 592379
79738,278589 398705 959837 302820 474388
79802,1386412 1443706 1695664 1212118 1513499
80026,561884 2343151 1697357 1920047 461312
80113,412368 636889 499178 1241389 931519
80743,1141074 2174587 2169654 861652 635960
80933,1178946 1244196 546415 1531216 1768401
81213,2778525 278589 1244196 1140869 1251864
81342,1981683 861652 635960 776519 1133694
81375,1732848 569889 1597555 288485 755891
82204,291669 2086041 2235265 1430325 920520
82500,1981683 861652 635960 776519 1133694
82645,2476293 1120107 2232294 1492887 636889
82778,1423150 229189 1320279 2654810 1673485
82848,1443706 1244196 657183 83197 1984327
82953,1443706 1244196 657183 1984327 1162250
83200,1981683 861652 635960 776519 1133694
83840,2825431 553342 1361639 2720354 2520708
84028,1082898 714060 2824146 117372 96954
84579,1096406 1732848 2323808 2778525 2117630
84814,1443706 1244196 657183 1984327 1162250
84989,2031674 2484622 2534594 1430243 561002
85006,1251864 746757 1401427 1400498 71903
85011,1981683 861652 635960 776519 1133694
85432,950399 2002097 2764775 1386412 2656726
85921,1244196 636889 657183 1576725 499178
85958,1981683 861652 635960 776519 1133694
85991,984114 460717 69820 632448 1928254
86194,2556995 952102 934551 278589 1728147
86285,1443706 1244196 657183 1984327 1162250
86316,1806276 1776696 2479396 499178 2766009
86856,636889 1983757 2324713 1538515 550854
87127,1513499 2521154 1627875 1829050 1928254
87569,445302 1086695 2312162 1910830 546415
87622,1981683 861652 635960 776519 1133694
87629,2714624 1717400 2090253 2304657 980778
88090,1981683 861652 635960 776519 1133694
88699,499178 1732529 636889 1241389 546415
89595,1443706 1244196 657183 784737 1984327
89700,1928254 723096 472040 1118308 1541359
90134,1981683 861652 635960 776519 1133694
90275,278589 2477038 1477953 1514804 23808
90552,1981683 861652 635960 776519 1133694
90609,1576725 1984327 1994690 636889 2086041
90615,1244196 1386412 2705759 657183 784737
90733,2476293 1120107 2232294 1492887 2759789
91295,291669 2086041 2235265 1430325 920520
92019,602977 916106 2002390 365846 2802000
92182,74206 1544031 1981683 861652 635960
92343,2293269 2223378 1443014 1652258 2289895
93312,1981683 861652 635960 776519 1133694
93887,2182526 1257654 1289358 77400 373331
93930,1516543 1003954 1566231 1972115 767198
94336,1342669 1984748 1804723 1069451 1244196
94417,1732848 1096406 2323808 2778525 2117630
94548,2476293 1120107 2232294 1492887 1086695
94665,1981683 861652 635960 776519 1133694
94805,2582611 385217 1576725 1165605 152305
94918,2744235 1086695 2312162 2279385 1226034
94945,1981683 861652 635960 776519 1133694
95321,1244196 2791339 1984327 266412 657183
95619,1945148 1266678 1056916 2101723 2455683
96109,1048886 329509 2231249 1684773 1465050
96164,291669 2412512 964787 1835742 2546303
96187,1981683 861652 635960 776519 1133694
96756,2786340 632512 1519543 1369736 659576
97135,1732529 181681 2834956 85340 997790
97204,2778525 2002097 1053542 1386412 1244196
97375,1448046 2504215 2546303 683831 2742570
98005,1981683 861652 635960 776519 1133694
98174,1981683 861652 635960 776519 1133694
98287,1053542 69820 146669 657978 1541337
98458,657183 1244196 1443706 1984327 1162250
98716,291669 2086041 2235265 1430325 920520
99109,1178946 546415 2302683 1913461 1439033
99155,159582 409207 1686458 2565719 870169
99208,1796526 1386412 1695664 1754395 16356
99598,1981683 861652 635960 776519 1133694
99751,1760592 1023152 1443706 1330328 2348573
99972,1550605 1543175 2063333 1750840 2397283
100399,1981683 861652 635960 776519 1133694
100521,1732529 181681 85340 2834956 997790
100803,2411495 1771607 135655 2778525 569889
101222,403728 984924 1706622 1244196 1627958
101236,1732529 276159 1834588 732207 181681
101276,1928254 723096 472040 2778525 1118308
101454,1244196 1443706 657183 2031981 1984327
101666,657183 1679143 2490294 1244196 267654
101774,1981683 861652 635960 776519 1133694
101857,1732529 181681 2834956 85340 997790
102002,1430243 1226034 1456429 764484 1867675
102545,1981683 861652 635960 776519 1133694
102885,1981683 861652 635960 776519 1133694
103027,1981683 861652 635960 776519 1133694
103310,278589 2812905 1258745 2499303 794365
103669,1053542 2778525 1244196 1041709 657183
104001,1244196 1984327 657183 266412 2791339
104796,1244196 2791339 1984327 657183 266412
104965,1244196 1928254 657183 2030858 472040
106202,1981683 861652 635960 776519 1133694
106391,1981683 861652 635960 776519 1133694
107447,278589 2477038 1477953 1514804 23808
107528,291669 2086041 2235265 1430325 920520
107952,1981683 861652 635960 776519 1133694
108109,1994690 1984327 278589 2778525 1749358
108891,794365 278589 2288244 430258 2353116
108961,2078471 1972115 445231 1069281 1244196
109308,1679143 657183 2490294 1244196 267654
109548,1244196 1443706 657183 2778525 784737
109646,2049946 291669 2590469 2348573 2546303
109809,2049946 1584110 1110375 657433 1139705
110004,1981683 861652 635960 776519 1133694
110221,1053542 1244196 1073070 382230 657183
110636,1330328 1760592 2705759 1074013 1086695
110951,2638669 1550865 1246890 1389841 1447968
111479,2002097 2778525 1386412 2512859 507027
111602,1981683 861652 635960 776519 1133694
111836,1981683 861652 635960 776519 1133694
113405,2778525 1244196 278589 2742030 1251864
113510,1981683 861652 635960 776519 1133694
113784,1732529 181681 2834956 85340 997790
113942,2556995 934551 278589 952102 1728147
114764,1981683 861652 635960 776519 1133694
115337,1053542 2778525 538069 823512 182233
115389,1386412 266412 1244196 1212118 1443706
115642,1042196 2500839 1041132 1128505 2778525
115791,2582611 385217 1165605 1244196 1576725
116228,2502351 1165361 2410463 190790 1101752
116670,1981683 861652 635960 776519 1133694
116847,1053542 2778525 538069 823512 182233
116871,1796526 1386412 1695664 1754395 16356
117095,2439867 1475454 1576126 1090310 1953846
117355,1072942 1386412 205039 668146 1061295
117952,1443706 1244196 657183 1984327 1162250
118118,1244196 1386412 373303 2778525 984924
118326,1981683 861652 635960 776519 1133694
118441,2778525 2742030 2646953 1386412 2424265
118743,1981683 861652 635960 776519 1133694
119429,1981683 861652 635960 776519 1133694
119526,1116805 1140869 2518758 360955 1211265
119952,291669 1895272 2412512 964787 1835742
120436,1994690 1984327 278589 2778525 657183
120617,436574 1014523 2778525 278589 984228
121169,1981683 861652 635960 776519 1133694
121312,1662460 2786340 1835742 965827 1181698
121482,1513499 1627875 2521154 1829050 1928254
121594,1386412 657183 1244196 1162250 784737
121611,1981683 861652 635960 776519 1133694
121662,291669 2086041 2235265 1430325 920520
121757,731751 2512177 976482 1576126 1178946
122086,830073 1247854 478799 166946 213792
122087,1053542 2778525 538069 823512 182233
122260,1042196 2500839 1219043 2018838 1041132
122394,1423150 1320279 229189 2654810 1673485
122653,2770160 385217 2802026 415358 1821018
122688,1090310 1475454 1238430 2439867 1576126
122826,154279 1784135 390398 1722408 1839201
122862,2778525 579292 1244196 278589 2791339
123738,1732529 276159 1834588 732207 181681
123936,2068319 2281459 1355647 415530 168502
124188,600917 2078471 182754 2537646 454934
124399,2778525 1053542 1244196 823512 278589
124663,194318 612155 598955 2452576 965978
124833,1476699 1411806 493171 1529678 1427393
125035,2258108 336009 229033 2223707 282167
125163,830073 213792 536047 166946 657183
125183,291669 1090310 1475454 1238430 2439867
125749,1386412 657183 1244196 1162250 784737
125921,201860 2515078 2651077 405751 1833381
126548,154279 1784135 390398 1722408 1680783
126643,950399 2479073 2656726 1544031 921851
126771,1706622 1424217 1775761 1664453 2277810
127238,278589 2477038 2778525 1041709 1477953
127260,1244196 2791339 1984327 266412 657183
127289,1183354 1803686 218295 746387 64972
127607,1732529 181681 85340 2834956 997790
128258,1981683 861652 635960 776519 1133694
128444,1507845 109603 98202 1600861 62275
128892,1195481 278589 2002097 2778525 79531
129287,1981683 861652 635960 776519 1133694
129582,2778525 1706622 2239950 1386412 1424217
129765,2049946 2348573 2590469 2396714 1757829
130419,91986 465049 2778525 1475123 141568
131287,2439867 1475454 2187911 1576126 1090310
131400,194318 598955 2778525 1627103 1034359
131843,278589 2002097 2778525 79531 705651
131876,1276567 295459 405448 412133 52918
132162,2778525 278589 2002097 79531 705651
132303,2002097 2778525 1386412 536047 657183
132458,1065465 1860258 1676705 799322 2729424
133042,1732529 181681 2834956 85340 1912309
133480,714060 2824146 468120 1576126 117372
134993,1174707 15226 2431623 2244505 2289895
135249,1732529 181681 85340 2834956 997790
135647,413158 1281077 465818 1163816 799322
135701,2650926 1706622 1424217 1754395 649371
135905,1981683 861652 635960 776519 1133694
136018,1582687 830073 1086695 2575631 1741180
136346,34999 297502 2474800 1034678 1894824
136526,1582687 1086695 285205 1267227 1741180
136595,1386412 2791339 1244196 1096406 1993453
136741,2574900 1279643 1627267 1443939 460717
136883,1981683 861652 635960 776519 1133694
137168,636889 1241389 499178 1340660 602977
137251,1981683 861652 635960 776519 1133694
137295,1732529 181681 2834956 85340 997790
137522,2778525 1244196 278589 1251864 1053542
137940,1981683 861652 635960 776519 1133694
138017,1338318 2433934 701000 2597486 2057931
138722,579292 2778525 418435 1327378 1117333
138977,1981683 861652 635960 776519 1133694
138982,2597118 1186979 16356 956472 186843
139306,1386412 1984327 2791339 1513499 1324393
139725,1981683 861652 635960 776519 1133694
139968,1732529 997790 650449 181681 677711
140225,2825431 553342 1361639 2720354 2520708
140830,296295 1244196 657183 1443706 1093941
141431,1981683 861652 635960 776519 1133694
141434,2778525 1053542 538069 823512 1244196
141654,2093033 2666148 1728143 2205815 2693538
141923,494504 1742604 226371 768905 880871
142537,2476293 1120107 2232294 1492887 1086695
142751,2031674 711679 1376589 134458 1895272
142825,278589 2812905 1258745 2499303 794365
142969,1367138 1739511 444570 1823509 1585469
143178,1981683 861652 635960 776519 1133694
143537,2310379 479851 257339 580059 2421539
144144,2704123 1053542 333993 2697314 657183
144191,2452583 2724925 446374 2226988 289704
144636,1981683 861652 635960 776519 1133694
144643,1426750 1702063 224352 785723 233796
144750,2705759 2128544 2462072 1052048 2461001
145381,2778525 1041709 2097556 743368 1053542
145533,1981683 861652 635960 776519 1133694
145734,1999148 2701383 1788379 10952 857501
145853,1386412 1695664 1796526 16356 1754395
146193,278589 79531 677711 825883 1900183
146199,2002097 2778525 507027 1386412 79531
146286,1090310 2778525 1731527 1311154 1053542
147516,1732529 181681 85340 2834956 997790
147664,1386412 2791339 1324393 1984327 2636210
148342,278589 79531 677711 825883 1900183
148749,636889 1241389 499178 1340660 2128544
148981,646236 378597 1287323 1287265 2161757
149198,1014523 436574 984228 1624781 640407
149616,636889 1983757 2324713 1538515 550854
150039,1981683 861652 635960 776519 1133694
150057,1993453 1477734 1519543 1438082 680340
150611,2513319 800485 1060527 679020 2320579
150721,1981683 861652 635960 776519 1133694
150852,1981683 861652 635960 776519 1133694
150854,1090310 2778525 1731527 1311154 1053542
150858,397742 1846286 2230175 1469087 1914911
150949,1981683 861652 635960 776519 1133694
150980,2476293 1492887 1898849 1120107 2232294
151024,1576725 2356414 1706622 1424217 535530
151528,1981683 861652 635960 776519 1133694
151666,76630 278589 1386412 2002097 2778525
151707,1981683 861652 635960 776519 1133694
152067,2778525 1053542 2002097 1244196 657183
152831,1981683 861652 635960 776519 1133694
153486,830073 478799 166946 213792 2436828
153970,1981683 861652 635960 776519 1133694
154279,2302683 548067 2058949 1303219 1262409
154525,1981683 861652 635960 776519 1133694
154692,278589 2002097 2778525 79531 705651
155196,939550 1953846 846274 1731332 94929
155704,2778525 1244196 1531216 1768401 1881835
155734,291669 2086041 2235265 1430325 920520
155750,2778525 1244196 1053542 278589 1251864
156207,1053542 841721 1244196 2627099 460277
156682,1141074 1636794 2660436 516263 1004173
156731,636889 1983757 2324713 1538515 550854
156890,1244196 1576725 2778525 278589 984924
157018,1732529 181681 499178 2834956 85340
157347,1981683 861652 635960 776519 1133694
157372,2778525 1386412 278589 2802638 1928254
157411,1251864 1928254 723096 472040 2077189
157436,1981683 861652 635960 776519 1133694
158275,1981683 861652 635960 776519 1133694
158445,1386412 1886939 2791339 794156 1984327
158466,2778525 1244196 278589 1251864 1053542
158759,1981683 861652 635960 776519 1133694
158786,243727 2494962 701000 410738 1949533
158919,1981683 861652 635960 776519 1133694
158944,2818939 2031116 507069 1445349 2019993
159617,2179419 1992846 2348573 2282539 1854566
159701,1981683 861652 635960 776519 1133694
159921,965978 823512 880128 1378235 2424693
160502,2489768 1420570 563192 1140869 1506993
160533,1014523 436574 984228 1624781 640407
160623,1624781 1014523 436574 984228 640407
161242,1477734 1244196 2778525 711679 1376589
161521,1386412 2791339 1324393 1984327 2342153
161612,291669 1732529 650449 2412512 181681
161662,1981683 861652 635960 776519 1133694
162063,2778525 161269 2521154 343377 1053542
162457,1179527 2063333 71091 1382986 269512
162510,979758 373199 1163816 1317915 1750840
162529,1443706 1244196 657183 1984327 1162250
162564,2358045 1390810 199978 2232458 637761
162646,2002097 2778525 507027 1386412 79531
164126,2582611 385217 1165605 1244196 1576725
164502,2476293 1059979 1492887 138649 1218572
165095,1338318 2433934 2597486 2057931 926828
166047,1981683 861652 635960 776519 1133694
166280,1244196 2791339 1984327 266412 657183
166546,1478897 388112 1491437 508808 227780
166998,1251864 1401427 2077189 952102 2778525
167169,2356414 2778525 1386412 1928254 278589
167292,2289895 1172387 1636910 2789681 550867
167793,278589 2812905 1258745 2499303 794365
167910,1981683 861652 635960 776519 1133694
168003,1981683 861652 635960 776519 1133694
168241,1981683 861652 635960 776519 1133694
168452,1371044 1829314 2454919 1627994 2156964
168573,1981683 861652 635960 776519 1133694
168880,1062183 602977 2148842 2452263 2126435
168971,1981683 861652 635960 776519 1133694
169437,1014523 436574 984228 1624781 640407
169786,1244196 657183 2593483 1443706 109925
170008,2043929 2250299 624264 2396028 2698468
170333,1981683 861652 635960 776519 1133694
170601,2439867 1679143 2187911 668146 1953846
170611,278589 2778525 2002097 79531 2234790
170666,2323802 2539405 2625619 1751209 802988
171078,291669 2086041 882543 2235265 1430325
171152,1042196 70127 232919 2572978 2107695
171375,342812 1099804 850870 530013 2457005
171516,1981683 861652 635960 776519 1133694
172325,296295 1023152 1244196 1928254 1443706
172413,1338318 2433934 2597486 2057931 961921
172636,2778525 1041709 2097556 743368 1053542
173125,2778525 1053542 1244196 823512 278589
173245,2452583 2724925 446374 124111 2226988
173555,1981683 861652 635960 776519 1133694
174181,2414623 1754395 1386412 1576725 1682843
174608,1864233 1014523 1440466 2392150 2329186
174882,291669 2086041 2235265 882543 1430325
175027,1386412 1695664 1443706 1212118 1513499
175162,609559 2002390 1110908 277691 1851220
175344,2337857 178401 830073 342812 1442170
175369,507069 2778525 830073 1386412 2791339
175546,200351 278589 1741180 460717 2542576
175644,1386412 2791339 1324393 1984327 2636210
175696,830073 2575631 166946 518862 1447370
176268,818187 1174528 439558 1421702 2156362
176638,1014523 436574 984228 1624781 640407
177089,2027156 1774241 245634 2086041 2720229
177373,1443706 1244196 657183 1984327 1162250
178074,1662460 1835742 965827 1181698 657183
178588,2778525 1244196 278589 1251864 1053542
178902,1568572 26945 2377695 619132 183442
178946,1796526 1386412 1695664 1754395 16356
179637,278589 2556995 79531 952102 934551
179690,1981683 861652 635960 776519 1133694
179744,296295 657183 1548201 314274 2310385
180411,1443706 1244196 657183 1984327 784737
180693,278589 2002097 2778525 705651 79531
180988,1065465 1860258 1676705 799322 2729424
181348,291669 2412512 964787 1835742 2546303
181413,1994690 1984327 278589 2778525 1749358
181536,1898849 1218572 2476293 2183922 1857507
181782,1981683 861652 635960 776519 1133694
182123,1810280 1018089 858998 139979 513644
182147,1174707 15226 2431623 2289895 2244505
182605,984924 1244196 1475454 1040704 485003
182959,2778525 1090310 291669 2412512 1053542
183367,1981683 861652 635960 776519 1133694
183704,2414623 1754395 1386412 1931543 151964
183959,2228095 1389265 1634983 1244196 1804551
183987,1928254 2778525 723096 472040 1118308
184048,1386412 657183 1244196 1162250 784737
184787,1981683 861652 635960 776519 1133694
185441,1436164 2072280 2256942 2458486 1171271
186401,2778525 579292 1041709 1053542 2097556
186899,2002097 2778525 507027 1386412 79531
186960,1062183 2452263 2126435 2148842 2691790
187284,243727 2638669 2494962 1246890 701000
187935,1426750 1702063 224352 785723 233796
187991,1981683 861652 635960 776519 1133694
188190,2566411 2825431 553342 1361639 2002097
188906,1981683 861652 635960 776519 1133694
189264,1981683 861652 635960 776519 1133694
189295,1981683 861652 635960 776519 1133694
189309,2778525 823512 1053542 1104146 278589
189335,2730830 2414735 532267 2474739 1208016
189401,1061295 1867559 2024684 2212956 1907481
189421,602977 916106 365846 2002390 790718
189470,1981683 861652 635960 776519 1133694
189719,1732529 181681 85340 2834956 2778525
