user_id,recommended_items
27707,1211336 384116 2832662 1967011 797595
27727,1405061 291190 1140869 1947409 1576533
27845,2778525 211863 2148267 1882410 2571055
27931,203144 1751051 2428220 2482223 499186
28232,58071 2656977 2685884 1246436 1340660
28739,2822465 1143366 315406 76630 2197200
28801,1181656 1570786 1406238 894811 100805
28972,1194779 1920047 2825431 486936 419011
29072,557005 2703440 2831365 712901 1687188
29146,1848376 1147767 332664 2101895 1512857
29212,2802026 1760443 1232681 2166753 1017960
29340,1674593 731325 459760 1336689 1115562
29449,776006 1160822 2403810 415358 1900345
29519,1984327 1262099 1716458 2114506 2603663
30094,1879870 965978 1071932 2712821 1990447
30368,1848376 1147767 332664 2468545 1751372
30774,1848376 1147767 332664 2468545 1751372
30910,387569 625711 2422536 645837 2070817
31318,1788671 2402625 2433725 1435542 203429
32111,1848376 1147767 332664 2468545 1751372
32371,1654471 2109298 1200177 1953238 233519
32434,2727399 2618175 1765833 2377923 2418038
33119,1848376 1147767 332664 2468545 1751372
33317,952102 420149 225940 1876143 1870703
33492,373199 2718689 364520 2425982 1716458
33552,515119 9447 354268 2257874 1502840
33704,657183 365608 1162250 266412 1977458
35125,921674 436637 2491016 2058516 96157
35517,528970 1770012 521352 2143062 984561
35752,2184369 1828607 730347 1526451 1166993
36049,1485135 1042804 710660 909789 2251704
36125,110711 2215552 117018 2795800 979942
36396,1848376 1147767 332664 2468545 1751372
36940,1172251 1330350 1334568 2546303 1895669
37187,1751372 357638 839008 1728212 1394852
37351,668280 2308110 2419624 2679553 600648
38059,1199414 1270491 2282988 98202 2183487
38189,1576126 1387396 2423830 542469 2665493
38365,2350341 1200070 1905117 1570116 1834791
38481,757207 1181656 894811 1406238 2534594
38730,1056667 2462072 2083881 265522 294812
38944,2474905 2617657 298622 1504472 2011772
39189,1848376 1147767 332664 2468545 1751372
39773,1736650 1036014 1726479 2375097 1103203
39778,1983719 2388776 1024000 754944 2336274
40141,2778525 823512 299236 1233470 538069
40180,1848376 1147767 439722 332664 1125527
40246,1150284 1309957 791503 1336826 1934302
40468,1848376 938375 1147767 569761 332664
41309,1848376 1147767 332664 2468545 1751372
41345,1733308 1751372 935545 444170 205359
41383,2421624 1475481 1465807 1648278 516499
41403,942253 381044 2094972 1627267 74864
41629,1173925 1835742 2148842 478227 134383
41649,1092204 1013617 429339 455559 1150956
42051,2506938 2331420 2511553 918665 371042
42321,1848376 1147767 332664 2468545 1751372
42617,931519 1382937 526501 1604573 2524442
42912,1848376 1147767 2313955 332664 1391091
43088,2234790 2664491 2350461 2813294 749431
43399,215823 2178356 1747760 1113998 1815507
43444,1848376 1147767 332664 2468545 1751372
44628,546415 2459185 48646 1010278 1187250
46074,1848376 1147767 332664 2468545 1751372
46106,1965763 1573227 2475730 850215 1625020
46377,107638 244777 1250729 2771419 1963559
46391,2735795 2821618 1259454 2462164 2618356
46874,2295019 1914844 818215 1447370 671237
47353,1367732 2396714 1608608 1315154 206968
47387,1593280 1717754 478799 2445448 881841
47475,1386412 2058126 1934683 108612 2227978
47662,2813729 2241130 1278190 2808334 1290818
48463,1848376 1147767 332664 2468545 1751372
48478,1694691 1766391 36053 2282652 1069034
48675,2037477 955574 801479 2791278 2307899
48789,178401 2051097 1401274 2523529 2327186
49239,1801603 567107 1516060 436140 1728166
49334,1848376 1751372 1147767 2280570 332664
49418,850110 2791339 1917512 1832052 329846
49794,206968 854603 1336796 1439190 1031734
50754,1950008 660257 730008 135147 42356
50874,1848376 1147767 332664 2538685 222625
51289,441872 923541 712901 1171252 1996291
51380,494929 1690013 2531457 746387 1164198
51416,162125 889628 1224460 64081 449441
51445,1983719 2329160 523541 2336274 754944
51851,755383 1174528 818187 2069686 490713
52067,1776960 1287265 995805 2698468 2595005
52207,1019646 1962463 1430703 1898849 1073338
52730,365608 2132112 972388 1244196 1053452
52831,1883086 668146 2157469 2031981 1126826
53121,1742604 1873588 592839 2698468 85483
53574,499178 1623663 2574263 1342216 1030448
53638,415377 1414555 770454 419011 1936328
53677,2356407 2786340 186435 36063 584396
53760,2043929 15226 1212042 2396028 315676
53874,445302 116585 1412090 1334613 1963559
54382,1788671 2402625 2433725 1435542 203429
55261,2329160 2036210 1644811 961921 2592974
55358,102981 2141321 1784135 2261203 805339
55450,938375 569761 2747710 300430 2740435
55534,1848376 1147767 332664 2101895 1512857
56110,1001431 318674 175200 1523307 262145
56216,1237071 2490294 542469 1874971 692994
56227,83465 470706 1785696 351271 984924
56317,906846 1527699 2705797 1167392 99474
56439,1211336 1751372 2832662 384116 1472192
57013,1244196 1443706 2350341 427919 2376072
58197,437245 1073954 1834263 2245604 434392
58250,1549837 540679 21375 2506134 2123317
58548,429339 651003 2574458 2786773 1592554
58600,1140869 1023595 2183288 870075 2762361
58624,1262099 1279415 2109124 1880228 211857
58695,2574307 2284680 269073 2717959 1659908
58784,1848376 1147767 332664 2468545 1751372
58798,1848376 1147767 332664 2468545 1751372
58833,1933430 494929 2586566 1269849 2244505
59104,100254 2260646 826075 853796 2097556
59135,1377505 1910445 585892 1297092 35677
59546,1130719 2041656 2354697 2233456 1836572
59782,2499112 2227804 2197731 2800117 1435459
59842,2684838 2462883 2728774 1762723 2362122
60155,2729342 1044973 1616226 752123 2535688
60471,789747 669093 1267056 313375 990421
60496,1848376 1147767 332664 2468545 1751372
61016,1262099 1279415 2109124 1880228 211857
61298,1387396 2683078 413027 2493179 2660769
61873,1025827 2080276 311944 1644114 1038792
62808,1510306 1775895 1630698 2320438 394034
62908,1796035 1793991 349760 975171 1888872
62914,1848376 1147767 332664 2468545 1751372
63061,1620145 1984327 1741680 2027169 1569710
63163,1848376 1147767 332664 229279 1347460
63322,590897 2294453 1376935 1165562 259164
63597,1583710 349760 109498 551111 2117630
63753,2378519 1677326 1450244 648769 983104
63872,1439913 2562177 597952 1113051 1011174
64303,1162250 2753848 2002097 715107 1213698
64930,1218606 655715 437245 246301 244393
65592,1928254 472040 2351482 470245 1257913
66592,1284120 428921 181186 1020162 2453883
66908,1751372 1138053 704947 1572975 322619
67173,71091 1751866 1382986 507053 1898150
67354,1717400 538196 2501141 1147059 2304657
67659,410414 2486783 1443706 549843 2466095
67705,2142251 2795800 1018651 192887 415358
67752,1848376 1147767 332664 2468545 1751372
67939,408684 886884 2229101 2450180 1923857
69088,1848376 1147767 332664 2468545 1751372
69418,1480251 162404 1950287 1230659 1633276
69428,722433 2532610 431199 502139 2557535
69757,511147 1166629 2467156 2287767 2484384
70134,2791339 2593483 1262099 1722282 215873
70534,274121 1619799 2468545 1497821 1751372
70547,2633378 1931511 2257510 2047174 76761
70649,410414 2466095 715497 202496 92124
70855,477856 1496888 1549837 2746839 1526269
71226,2178356 1747760 1815507 1481202 1506186
72027,2826101 1002483 1123592 1419444 708503
72461,872103 50457 92053 614700 1861093
72570,1827898 1394852 668146 534894 637137
73454,1575865 2127465 1177446 478799 1828740
73471,2813729 1278190 2241130 2808334 2034234
73525,908537 2325283 1145139 360826 1947468
74032,1848376 1147767 332664 2468545 1751372
74663,65610 1413621 965827 980988 1788462
75611,2086041 1117449 2584750 1901398 2656530
76103,528526 2775160 1541359 5937 1391673
76608,95424 662225 1773087 2414164 2509757
76720,2021532 1808280 1317915 907363 2350243
77440,1160495 1364040 2781774 1276238 635882
77641,1053452 1262099 2521064 2114506 2603663
77738,431103 2799362 851858 2002110 2035581
77942,1848376 1147767 332664 2468545 1751372
77992,57227 2802638 390015 1811599 1709061
78016,1986537 1860448 1126599 2013026 1398399
78100,677711 2348692 390398 1789119 587544
78298,1848376 1147767 332664 2468545 1751372
78784,1659207 270144 569065 2224561 384805
79349,624264 2343444 77575 399033 30145
79426,2780766 2215849 2476293 2183922 1954214
79738,1714867 2537646 182754 2305682 714993
79802,2596732 190971 221840 505157 1768848
80026,1788671 315676 1165605 2551934 1224023
80113,1848376 1147767 332664 2468545 1751372
80743,1244196 2104408 256419 2528506 830073
80933,994121 1225606 1757904 2320612 934127
81213,2409634 72465 1700809 413398 164614
81342,1264728 1496107 2299161 2778525 343575
81375,1848376 1147767 332664 2468545 1751372
82204,2529364 986950 2070062 852085 1752047
82500,1566544 1916819 465558 603577 1118487
82645,788342 1437076 1776696 895600 1769523
82778,823512 2013599 479678 536047 1296461
82848,1848376 1147767 332664 2468545 1751372
82953,1201171 1274752 1249278 1069281 2726619
83200,2770160 378172 2446758 902591 1319002
83840,951143 347217 471718 2385595 42092
84028,282176 357703 1686458 437245 654547
84579,939550 1714427 2215552 515683 2002097
84814,1848376 1147767 332664 2468545 1751372
84989,1366236 2435097 876529 302727 86455
85006,2557024 995008 1602077 335532 315341
85011,2746931 381226 2115677 2456002 1282038
85432,1631404 2362507 801479 866495 1505994
85921,2042526 2471510 2102224 1126676 1053452
85958,1848376 1147767 332664 2468545 1751372
85991,1550643 117372 1090310 567928 947818
86194,2385595 591045 707286 148296 2588286
86285,2350341 1133414 2459081 446730 2680669
86316,1884979 556093 749863 1728196 1224875
86856,2622472 1576725 983860 1194123 832134
87127,1848376 1147767 332664 2468545 1751372
87569,2704418 209611 2574426 925751 434612
87622,278589 766863 2007061 1181878 2712087
87629,1928254 923464 2419090 1262099 417248
88090,2163810 2323756 682557 2677082 2748092
88699,1687268 1772772 1879870 965978 1071932
89595,1848376 1147767 332664 2468545 1751372
89700,2635038 779190 536047 2755061 1133256
90134,1848376 1147767 1560697 2212654 332664
90275,1530146 601971 2358007 479344 1035742
90552,934577 1858372 2098786 1751372 1373134
90609,625711 459908 1311600 126842 385493
90615,738213 1443706 2117630 950957 2591944
90733,1430703 1646883 190337 1857507 286278
91295,1426750 683831 1702063 2770414 2697309
92019,2108533 1056667 1523190 2458198 2820443
92182,1848376 1147767 332664 2468545 1751372
92343,1513499 186887 2430209 573820 1053452
93312,1848376 1147767 332664 2468545 1751372
93887,947909 544950 1695664 2664573 1705702
93930,1566231 1836075 1819902 1686228 1047312
94336,1848376 1147767 332664 2054897 2099254
94417,1092821 2005303 390113 960065 2106311
94548,1848376 1147767 332664 2468545 1751372
94665,1437076 619132 945819 2653361 1769523
94805,2152933 2231186 1053452 473429 759352
94918,865510 2420485 2627239 870255 1434291
94945,323311 453098 1817563 860488 577742
95321,1796035 2371338 349760 554760 1793991
95619,1848376 1147767 332664 2468545 1751372
96109,1453631 1355647 1678525 2573567 374212
96164,306857 1419444 2142038 70786 751963
96187,2313894 1476432 2713312 1855604 1443706
96756,1848376 1147767 332664 2468545 1751372
97135,2337997 268652 2834408 1153143 1994188
97204,2308293 2127719 2388846 1422843 2636107
97375,2786146 748970 2438243 665612 547164
98005,1848376 1751372 2181472 1147767 332664
98174,1848376 1147767 332664 2468545 1751372
98287,1271958 966979 243570 129847 1517024
98458,1455644 240076 2065842 1636859 493460
98716,2590469 1151868 1544403 924988 1859688
99109,203784 2730942 16224 2070093 1832004
99155,1751372 278001 1728212 288040 2133903
99208,2684838 2618175 2377923 830372 2418038
99598,1848376 1147767 332664 2468545 1751372
99751,1712302 2085209 1847515 2121552 2667523
99972,256095 352738 2528296 863312 1275853
100399,2331463 1962294 1138024 979223 151964
100521,419011 1175663 2819127 2829172 2148834
100803,549843 1244196 733674 150359 2031981
101222,2191983 588339 2358688 21504 2335982
101236,335428 102812 2109924 1056667 2712821
101276,2433077 2266859 2537726 83288 514976
101454,1848376 1147767 332664 2468545 986089
101666,266412 1201171 349760 1133414 2489959
101774,528526 2775160 1541359 1391673 933305
101857,1848376 1147767 332664 2468545 1751372
102002,1848376 1147767 332664 2468545 1751372
102545,2597123 670541 2418734 923664 1442277
102885,127750 1431278 117029 2647414 188798
103027,173221 1935754 35677 1910445 1224460
103310,2202474 1370138 296825 829836 353043
103669,1113998 380346 1698035 215823 2516452
104001,1053452 1244196 1679143 2796479 951143
104796,1631864 724132 1276567 1690932 2141770
104965,2660875 2822479 2277351 1627103 2280570
106202,1848376 1147767 332664 2468545 1751372
106391,1570385 2308293 2538685 2797019 226119
107447,1848376 1147767 2353095 1439277 332664
107528,997263 1123592 1427250 886537 2640781
107952,1848376 1147767 332664 2468545 1751372
108109,1053542 447985 1724202 2504115 1798344
108891,2559610 525265 2106404 2652961 1567744
108961,1848376 1147767 332664 2468545 1751372
109308,2271421 2575067 1822798 777580 233862
109548,595394 85114 2102097 1854817 526583
109646,1545422 553299 1073158 1500071 1262099
109809,1367536 1317298 2737920 1368635 19122
110004,1038792 2080276 311944 1573166 2631317
110221,1848376 1147767 332664 2468545 1751372
110636,1908119 707223 2572084 2015443 1630483
110951,2012589 1175964 555520 515119 1027027
111479,1092204 2098185 118466 654639 2441818
111602,213839 2723014 345001 1143102 2152423
111836,414143 1514275 1854295 2443151 2101393
113405,2683078 2778525 823512 573346 1041709
113510,343377 100372 2650926 2033631 365608
113784,578684 2173340 1982846 892823 2464099
113942,764737 1350401 2521535 1568168 1487880
114764,1848376 1751372 1147767 2157347 332664
115337,2778525 1241609 823512 299236 2310939
115389,1848376 1147767 332664 2468545 1751372
115642,1219043 326944 1056691 923664 2532
115791,2051404 2283042 1563237 1453825 926442
116228,2078880 1994820 2413086 2600300 1591532
116670,2515249 2557364 1442914 1003886 2331420
116847,1233470 1421020 1274737 1262099 1482082
116871,2192211 2096789 2142251 2795800 192887
117095,1616062 656216 2248218 395616 2187911
117355,1265432 1201171 1253964 1389467 2091019
117952,1984327 1469274 1597885 2494948 138256
118118,1540118 827711 1604573 931519 1021927
118326,1848376 1147767 332664 2244505 322093
118441,842198 1465776 184482 1728212 1751372
118743,1274336 2822465 1143366 76630 1066304
119429,2770287 1212273 4872 2166585 543525
119526,1848376 1147767 332664 2468545 1751372
119952,494983 668146 1201171 468120 1374041
120436,1053452 784737 747388 522659 2819934
120617,1446807 2487208 285686 154639 2442459
121169,803475 2440859 515031 1268505 1624935
121312,632512 1759130 1402854 85048 2009650
121482,2021532 907363 1728847 1808280 1317915
121594,1874971 2427786 657691 2166829 2349300
121611,784737 511609 621008 1262099 1482082
121662,1117449 215982 1126599 2299209 754852
121757,2512177 434392 2670105 836484 251020
122086,1848376 1147767 332664 2468545 1751372
122087,2487208 1320309 2245073 2772237 2791339
122260,1848376 1147767 332664 2468545 1751372
122394,1848376 1147767 332664 2468545 1751372
122653,1848376 1147767 332664 2468545 1751372
122688,1848376 1147767 332664 2468545 1751372
122826,1848376 1751372 1147767 332664 2468545
122862,1848376 1147767 1308032 332664 2809621
123738,65474 1985056 761569 961528 382056
123936,1138032 1508005 625475 851795 1093943
124188,299236 1053452 1053542 1233470 1623010
124399,149808 1785216 2781624 2524755 1525983
124663,2163770 1521582 1912661 326039 2448087
124833,1848376 1147767 332664 2468545 1751372
125035,2572440 2084369 364185 324559 2348573
125163,1398109 2436828 2488684 2659059 830073
125183,85400 1650307 2385695 923013 1851586
125749,1848376 1751372 1147767 332664 2468545
125921,261735 1411855 1301365 322785 2253414
126548,2397541 47583 1973627 2599591 1720089
126643,431103 1052349 2285703 211149 2035581
126771,472594 1060527 147804 1122477 1010788
127238,1848376 1147767 332664 2468545 1751372
127260,1914844 1494602 2552842 2351627 2295019
127289,2466095 2031981 406231 2685088 2038875
127607,1318819 2581480 2183941 315676 809198
128258,2578166 1935754 173221 1188818 1224460
128444,2062886 2802606 1725014 2834408 1467782
128892,1553155 85114 986089 830631 318540
129287,1054461 2595020 1500071 481610 795160
129582,1848376 1147767 2778525 332664 1241609
129765,1328711 1880316 1808294 1793076 1459889
130419,1848376 1297827 1147767 2302485 332664
131287,1237071 343733 1842144 1447370 1047625
131400,194241 67174 2791339 1986324 1382071
131843,1636910 336686 2422536 1244196 1900321
131876,1053452 1129899 1233470 767669 928996
132162,169402 256213 2758622 1303514 1735925
132303,1928254 967007 472040 723096 1539292
132458,784737 2320079 683831 1163842 306857
133042,1848376 1147767 332664 1728212 1751372
133480,621957 2100823 700925 2056330 370728
134993,1848376 1147767 332664 2468545 1751372
135249,1731527 1806276 2697475 992728 2085889
135647,2715811 1111451 340716 215249 44116
135701,1706622 1424217 1682517 623539 1664453
135905,18872 1352341 2400718 470426 830073
136018,1550605 105999 342408 518758 2028383
136346,1848376 1147767 332664 2574900 322093
136526,222999 318747 2039543 3236 1570575
136595,1775397 1867142 40186 1080406 1271292
136741,1092204 1848376 1147767 332664 455559
136883,569889 1393871 1244196 2031981 286355
137168,941140 561185 1410250 2693676 157334
137251,2420405 2313955 1177446 278589 1575865
137295,175200 110920 1226034 1001431 791717
137522,1189146 2752423 1739558 2024094 243570
137940,2617657 1751372 1295792 340260 298622
138017,2353771 258503 2701725 915203 499178
138722,1317915 2041008 2037977 444211 2157469
138977,218943 1863127 2069639 2386051 1386412
138982,1443706 596178 402649 1162250 1685719
139306,1975150 1122344 2750191 90273 2523475
139725,1034940 98225 2054979 892722 1051993
139968,2136354 563229 2152621 1816977 1630796
140225,1848376 1147767 332664 1021972 2244505
140830,1074013 2591440 2625619 770613 2733672
141431,1848376 1147767 332664 2468545 1751372
141434,1053542 680340 2481419 2457972 2424693
141654,493729 316687 1990315 131867 1228633
141923,2415922 43306 332320 286951 837780
142537,1848376 1147767 332664 2468545 1751372
142751,1500071 337342 1538718 2083881 1721694
142825,1345405 973451 13329 705984 1536297
142969,637756 245748 1195879 1842550 1526379
143178,1848376 1147767 332664 2468545 1751372
143537,1138032 1508005 2556082 625475 851795
144144,1187250 1435964 2445142 2459185 2316514
144191,1751372 1147767 332664 1728212 1627267
144636,1848376 1147767 332664 2468545 1751372
144643,2778525 2028191 182754 1538540 366414
144750,1407563 398214 2071234 1858992 661923
145381,1418011 2594163 2342153 46075 2156752
145533,472594 2117401 731325 768546 22334
145734,2239554 1807819 1233470 1666726 661728
145853,360505 794156 1886939 661923 1347445
146193,1848376 1147767 332664 2468545 1751372
146199,1993864 2415922 1940835 1520549 1901984
146286,1848376 1147767 332664 2468545 1751372
147516,1712984 1942773 414175 372938 1340660
147664,751897 2004222 2539845 1470002 2701174
148342,600926 105599 68981 1843330 213276
148749,2705797 1230541 2635803 749656 431199
148981,2047542 2476174 1891695 1508399 1098998
149198,1848376 1147767 332664 2468545 1751372
149616,1848376 1147767 332664 2468545 1751372
150039,1380296 984924 1260844 1606242 513437
150057,1950864 1096595 1169736 1305918 160181
150611,1255884 1266531 1912509 2216397 1873845
150721,1848376 1147767 332664 560311 2292128
150852,1848140 2590882 2672708 1504328 1054019
150854,295634 1477734 1087072 1241193 1297289
150858,2211447 636583 1657599 2232446 619556
150949,2423978 1162250 1201171 365608 1877578
150980,507027 1965763 2394575 823117 1625020
151024,1584738 715061 1258181 477560 652373
151528,349708 1937571 742821 96802 704614
151666,1848376 1147767 332664 2468545 1751372
151707,2398985 2505733 2169741 1637644 1770423
152067,466597 1381220 748663 995008 886537
152831,301180 1297941 1953846 352803 686044
153486,1638868 1364876 650473 65474 2298243
153970,1233470 2686805 278589 734196 549119
154279,2654710 763834 2502857 1245964 105999
154525,1241389 1860258 2512075 2805249 2294136
154692,650000 2131853 389187 1646164 1847567
155196,1912171 2693923 2608498 2121393 2797325
155704,1919922 652924 2548628 2310379 859242
155734,1848376 1147767 332664 2468545 1751372
155750,1053452 2719617 891563 2829641 408842
156207,144129 1305092 1554139 1187591 604787
156682,2080276 311944 1038792 1330328 790148
156731,1848376 1147767 676916 1829050 860155
156890,1751372 1728212 2619343 1627267 1592554
157018,2350049 2372748 1569910 181004 2158063
157347,30878 1867675 979877 1144894 35677
157372,1690013 473429 2331495 1409028 315676
157411,2030858 1663555 818136 1406043 2094184
157436,1240656 1660566 960065 2616429 1967297
158275,1848376 1147767 332664 2468545 1751372
158445,1848376 1147767 332664 2468545 1751372
158466,1550605 2005303 548067 2681579 169398
158759,2125180 744812 2098463 2656338 1533272
158786,2095614 1427787 336506 1707162 1941772
158919,1848376 1147767 332664 2468545 1751372
158944,1848376 1147767 332664 2468545 1751372
159617,872103 614700 1861093 92053 1348967
159701,579292 1885499 1932410 956239 1000825
159921,1728166 2232262 591811 1534045 515739
160502,769201 1987425 2323055 1848129 1608147
160533,1848376 759352 1147767 2389697 332664
160623,256650 2703463 376531 2296573 1991067
161242,680340 1053542 2481419 182233 1526450
161521,938962 2059944 1776330 2333168 2154874
161612,1419444 306857 1675903 1982719 2014323
161662,1848376 1147767 332664 2468545 1751372
162063,2833871 2071407 2614229 1566006 289197
162457,1568572 248669 2742030 2646953 1262371
162510,117018 1422357 612155 937049 547103
162529,2409634 72465 1700809 413398 1143182
162564,1848376 1751372 1147767 332664 1728212
162646,905623 1715210 770613 846976 1515745
164126,1848376 1147767 332664 2468545 1751372
164502,1492887 2279003 1042192 2687682 1759130
165095,701000 2203869 1365386 1751866 2158110
166047,1221193 1089730 1306721 311081 2376419
166280,1244196 2031981 2625619 657183 1171271
166546,942253 2751394 667505 1273652 542469
166998,1522487 207426 1884645 969775 1022144
167169,2375978 1091513 535530 1751510 779190
167292,2477038 1577113 278589 1374643 1453018
167793,1685159 1543409 198849 2493235 1928346
167910,419011 1175663 2819127 1678899 1914626
168003,1364790 2396969 161407 2599041 762226
168241,1860554 1337011 1170819 90273 1775397
168452,1548072 399593 500568 578654 2447920
168573,2375182 962944 1423661 767284 1547440
168880,1848376 1147767 332664 2468545 1751372
168971,1848376 1147767 332664 2468545 1751372
169437,2477038 1261539 2303435 2208375 844277
169786,1953846 542469 1695195 1133414 155831
170008,2244505 313851 1428371 1903249 627517
170333,206968 2369985 1439190 1031734 299090
170601,1953846 1777100 2584911 2127204 357250
170611,56989 1834826 62608 873602 2462072
170666,1165605 1775397 488231 294812 776155
171078,1848376 1147767 332664 2468545 1751372
171152,2310385 27739 1049796 394117 1689681
171375,231850 1525604 609581 1640795 1462999
171516,2637535 357703 985837 2466095 260081
172325,152021 1642886 2496236 1924934 628582
172413,243727 149808 701000 2494962 783957
172636,2624381 235233 2289795 2305047 1226672
173125,129847 1237071 1885499 1764738 266909
173245,1848376 1147767 332664 2468545 1751372
173555,1034940 98225 2130959 1087072 892722
174181,2437289 2593483 1213698 1788671 1879708
174608,2491700 1162583 686902 1340335 1073976
174882,1848376 1147767 332664 2468545 1751372
175027,1503597 2460032 1080239 886547 1761908
175162,1848376 1147767 332664 2468545 1751372
175344,507069 1082550 2297807 2302683 943579
175369,1848376 1147767 332664 2468545 1751372
175546,2277810 1229851 1690013 196968 573820
175644,1730667 2051097 2656465 1158721 2523529
175696,816307 2470216 1270843 109931 1744585
176268,2596547 2364925 1124915 2811845 1589286
176638,399596 2175889 1053452 436574 1770875
177089,1848376 1147767 332664 2468545 1751372
177373,576752 1212118 3236 829855 2430209
178074,562551 2323055 1495140 567341 1950394
178588,295089 1776330 2160364 211863 1647043
178902,1266531 1255884 1912509 2216397 1873845
178946,228623 828489 2417300 1943244 882543
179637,2687915 482801 1204731 2548495 1976306
179690,823512 2703799 1599678 879156 2357361
179744,2730788 1400209 1394815 1766736 2700264
180411,1848376 1147767 332664 2468545 1751372
180693,1417963 1128505 1334945 55331 974339
180988,1654471 1984111 1583702 2290726 1601253
181348,81952 305445 2622781 1359029 2215787
181413,1053452 1262099 16767 2603663 417248
181536,2013432 1887309 1380246 1078376 1340193
181782,278589 1262099 1482082 1716458 2114506
182123,2469741 609071 179381 1403170 2329704
182147,1848376 248669 1147767 332664 1289855
182605,667505 542469 1868621 373303 524464
182959,1827898 1394852 668146 534894 726219
183367,1848376 1147767 1444225 332664 411274
183704,1848376 1147767 332664 2468545 1751372
183959,1316860 1244196 1053452 1386412 2196323
183987,1848376 1147767 1622865 2384418 332664
184048,1848376 1147767 332664 2468545 1751372
184787,2203869 1530155 2052082 392574 2304189
185441,1848376 1238430 1147767 332664 2245332
186401,1944581 83854 2097145 2187828 144129
186899,2638669 574650 1923084 2277810 2778525
186960,1848376 1147767 332664 2468545 1751372
187284,1355739 1757153 2476174 282665 1423162
