idx,item_id
344,1065605
345,2314585
346,1029452
347,1201171
348,937376
349,310819
350,266412
351,1838145
352,1004316
353,2106311
354,417991
355,343377
356,2791339
357,1386412
358,1522825
359,1984998
360,1330151
361,1561000
362,684160
363,1345572
364,30878
365,2229803
366,463892
367,756354
368,66733
369,735690
370,323805
371,1398047
372,2585701
373,2786395
374,2698468
375,2796479
376,1127341
377,2448738
378,1491515
379,1855604
380,787681
381,349760
382,1443706
383,2460014
384,2361766
385,993640
386,1761063
387,662302
388,84893
389,458247
390,358156
391,2321583
392,1897130
393,1429606
394,2647499
395,1202471
396,2064815
397,1850968
398,1808409
399,467693
400,492001
401,349348
402,257528
403,2680309
404,812975
405,973903
406,1746315
407,2387478
408,2358206
409,2344428
410,2274271
411,900873
412,2110103
413,2072005
414,1676387
415,640192
416,405633
417,142140
418,43827
419,2369739
420,9713
421,2430783
422,1561143
423,170673
424,338967
425,2621829
426,2581784
427,1259730
428,920520
429,285868
430,2756779
431,2445866
432,2372972
433,757936
434,2830043
435,1725985
436,127708
437,1843612
438,474810
439,1236944
440,8810
441,2580807
442,2230615
443,2463156
444,1410523
445,2414830
446,60317
447,1896046
448,632551
449,153323
450,11714
451,1649319
452,10339
453,1843536
454,600014
455,829842
456,1540871
457,659909
458,1033580
459,940554
460,1004023
461,635848
462,42458
463,807419
464,2450694
465,1187844
466,123885
467,687732
468,472040
469,1120557
470,1003954
471,2110288
472,1776330
473,2780560
474,2565529
475,1203830
476,863195
477,2815150
478,194241
479,282097
480,385889
481,243893
482,1327231
483,1388445
484,1460140
485,1595372
486,1987853
487,2359869
488,2479462
489,370108
490,902758
491,1053452
492,1439334
493,2310163
494,1742926
495,1836672
496,2081515
497,2138292
498,1464202
499,2175889
500,2309898
501,1047625
502,321300
503,2581273
504,2789788
505,1437990
506,697461
507,2582558
508,1577913
509,1583702
510,2052544
511,2148834
512,2189426
513,2758340
514,79531
515,2154014
516,2588156
517,570737
518,777979
519,887296
520,1137663
521,2830020
522,1707227
523,535955
524,907736
525,1083813
526,1121497
527,1754496
528,2491223
529,1572868
530,2265277
531,1960737
532,1056905
533,304693
534,1919289
535,296654
536,1423178
537,1128237
538,1607232
539,329739
540,1639032
541,1687569
542,1823332
543,2447960
544,517134
545,1462299
546,106261
547,820582
548,1066726
549,514706
550,1404301
551,2705759
552,1073158
553,2383938
554,2560559
555,2296361
556,314302
557,2077644
558,1813942
559,1792321
560,1559944
561,235750
562,749547
563,1376379
564,1431536
565,1495401
566,1722365
567,1727477
568,2072104
569,2102033
570,1703365
571,2161856
572,2215178
573,2017910
574,2488258
575,2587185
576,2694400
577,2047542
578,1921641
579,627769
580,972313
581,338695
582,1622357
583,284558
584,324066
585,356159
586,953241
587,111653
588,1532572
589,1366236
590,723096
591,2582353
592,2656338
593,248625
594,113332
595,398266
596,830345
597,855927
598,1481327
599,2179596
600,1301883
601,2461626
602,146932
603,550854
604,2705146
605,121727
606,845794
607,2489151
608,1501752
609,821095
610,2090982
611,510582
612,2779674
613,2202263
614,2461413
615,857942
616,1127719
617,1728615
618,1207488
619,2566179
620,1980602
621,1579979
622,1619155
623,1825175
624,1902407
625,1928254
626,2259161
627,882422
628,2297087
629,1734660
630,389015
631,67507
632,162488
633,2228095
634,2091019
635,2462072
636,2371338
637,385493
638,902460
639,1244196
640,1527140
641,2104587
642,1726689
643,2387329
644,631659
645,288111
646,1310213
647,163403
648,116630
649,2141141
650,784737
651,1262359
652,801479
653,325197
654,60344
655,2051160
656,1630881
657,1818555
658,1215287
659,1966531
660,1608366
661,295666
662,2734753
663,213504
664,2467156
665,2420075
666,419011
667,2435845
668,2128544
669,512015
670,2367100
671,802795
672,873858
673,495939
674,1958332
675,1139254
676,728608
677,1772737
678,1359267
679,1556170
680,1130730
681,1994344
682,2082743
683,1816811
684,1507803
685,2110965
686,627172
687,668146
688,2245083
689,2335072
690,2502244
691,2673691
692,48782
693,345173
694,19682
695,2814250
696,1105781
697,1140869
698,686614
699,336889
700,2406712
701,2606873
702,1296647
703,1237530
704,2579602
705,2794346
706,1460626
707,2005523
708,2077189
709,2279599
710,200010
711,1423069
712,1926740
713,867184
714,835222
715,1669749
716,942420
717,1150235
718,2429594
719,2244464
720,951143
721,1953846
722,1345329
723,2130865
724,292405
725,824324
726,164678
727,2512414
728,2389099
729,910359
730,221987
731,223439
732,1427054
733,2237822
734,404176
735,1577113
736,928057
737,1825255
738,420266
739,2243296
740,2476293
741,70482
742,1367313
743,2795800
744,1982466
745,1318546
746,984463
747,664948
748,999198
749,2635038
750,1781462
751,2825431
752,1588050
753,749786
754,488034
755,320392
756,2170079
757,1110954
758,2234715
759,1588612
760,1403369
761,2437406
762,2299892
763,1289213
764,1251647
765,1209301
766,1201349
767,497085
768,37517
769,1352771
770,2546291
771,2273864
772,309333
773,779000
774,1054489
775,237067
776,2392183
777,998229
778,445206
779,1930615
780,1048623
781,1871212
782,1828210
783,2377495
784,1605100
785,817567
786,2767539
787,2551233
788,1234703
789,2310435
790,2180201
791,41313
792,1034624
793,709066
794,282176
795,2629497
796,1631649
797,1871213
798,2104659
799,989981
800,288950
801,174495
802,2427517
803,2703463
804,1435838
805,384805
806,1659207
807,2224561
808,2539787
809,2532610
810,1249934
811,1373067
812,1091808
813,1217856
814,495883
815,2142673
816,40378
817,140369
818,30400
819,500010
820,1181072
821,1455015
822,1492333
823,1893587
824,1906420
825,2007811
826,2661013
827,1560147
828,2374658
829,1486097
830,1863874
831,1991684
832,757657
833,1353601
834,2470969
835,542259
836,2109684
837,2007413
838,442147
839,1450649
840,329974
841,1089692
842,58826
843,146909
844,1804167
845,2565996
846,287764
847,410414
848,2479743
849,411774
850,509586
851,2227389
852,519343
853,2238716
854,566922
855,2132248
856,2130170
857,570383
858,593837
859,2496546
860,2495474
861,726040
862,2293810
863,1782931
864,810956
865,2690174
866,1701736
867,1371253
868,1346114
869,1335682
870,1295204
871,1254140
872,1201219
873,1378401
874,1109173
875,1101717
876,1621191
877,980915
878,1622623
879,458904
880,1895272
881,1982267
882,1874366
883,2033333
884,2051044
885,2129058
886,655358
887,2310439
888,2344883
889,754012
890,2346790
891,2403696
892,409596
893,2478201
894,2520116
895,2553556
896,2688957
897,2778818
898,2482140
899,2770160
900,270144
901,1778398
902,2132683
903,1805031
904,1726296
905,1570385
906,901850
907,499178
908,431442
909,1433928
910,98103
911,1419493
912,743115
913,2550356
914,1157729
915,1360864
916,1194992
917,56941
918,1125778
919,309369
920,2268069
921,1287323
922,757533
923,1355739
924,2085209
925,1380455
926,173874
927,507681
928,543890
929,879034
930,1626991
931,1751869
932,1969042
933,2389139
934,2554728
935,2663066
936,2705141
937,262795
938,2758322
939,1355965
940,1264188
941,1032636
942,369543
943,173858
944,330951
945,1000274
946,328432
947,830073
948,1495411
949,1854295
950,2631964
951,1380575
952,1187699
953,1302933
954,1344924
955,1366839
956,1568501
957,1164477
958,1082339
959,813362
960,745377
961,437600
962,270817
963,1644077
964,43306
965,145464
966,640804
967,841314
968,2266143
969,1531858
970,1558157
971,2160042
972,1240807
973,181681
974,910026
975,216803
976,1091049
977,591049
978,1533726
979,508376
980,127522
981,175606
982,177278
983,321612
984,363251
985,1380391
986,1445376
987,2738827
988,2797953
989,2401396
990,2273574
991,488831
992,2310379
993,2013599
994,28390
995,761595
996,771171
997,771753
998,794189
999,2073990
1000,2117630
1001,2269715
1002,2821119
1003,2800183
1004,2726619
1005,2721169
1006,2517692
1007,2204002
1008,2086252
1009,850886
1010,1508156
1011,1694879
1012,491429
1013,1732848
1014,284832
1015,268031
1016,2393265
1017,117291
1018,17256
1019,2104969
1020,1816175
1021,1778572
1022,1681814
1023,1577335
1024,1569018
1025,1558819
1026,1241373
1027,1865817
1028,862232
1029,2822537
1030,343301
1031,494525
1032,972014
1033,1057863
1034,1453711
1035,2410959
1036,2683162
1037,1056667
1038,2043929
1039,1959794
1040,1039322
1041,194700
1042,1228398
1043,2313894
1044,1124120
1045,226371
1046,2823400
1047,2625144
1048,2766099
1049,1969158
1050,2304407
1051,1409028
1052,201047
1053,2703999
1054,619099
1055,843345
1056,1286007
1057,2484653
1058,1479869
1059,2573037
1060,1765459
1061,1873514
1062,2127383
1063,570668
1064,2358007
1065,178377
1066,124949
1067,85909
1068,2684432
1069,2256663
1070,2176614
1071,1486419
1072,2174514
1073,2633391
1074,235020
1075,1838908
1076,2712821
1077,1422977
1078,2375809
1079,2043496
1080,2223036
1081,383728
1082,483423
1083,1717731
1084,1396968
1085,1581909
1086,1619669
1087,1897242
1088,2119159
1089,670484
1090,1955065
1091,2542104
1092,2131409
1093,1064876
1094,823512
1095,1719568
1096,657183
1097,1069281
1098,1133414
1099,365608
1100,1162250
1101,1465807
1102,111095
1103,1896142
1104,919163
1105,437245
1106,2614879
1107,1298098
1108,901156
1109,2439949
1110,2484110
1111,2216334
1112,19125
1113,1227881
1114,705836
1115,2361032
1116,2293928
1117,2054881
1118,1357883
1119,1163578
1120,1039274
1121,136468
1122,2529108
1123,323308
1124,2072441
1125,1102131
1126,237692
1127,1685719
1128,935545
1129,850110
1130,2552625
1131,2803840
1132,2675123
1133,973347
1134,129230
1135,2375097
1136,79230
1137,259092
1138,280155
1139,1290004
1140,2061280
1141,2057927
1142,2809363
1143,111540
1144,294492
1145,1528146
1146,408240
1147,936100
1148,1772388
1149,1136013
1150,986127
1151,1571804
1152,1585052
1153,675679
1154,1714820
1155,576314
1156,2324680
1157,2599241
1158,1730667
1159,2805822
1160,941313
1161,950498
1162,1828811
1163,2718578
1164,2614229
1165,192552
1166,1624551
1167,1575191
1168,486012
1169,770059
1170,212497
1171,1757153
1172,2082169
1173,98842
1174,2125465
1175,2646824
1176,1069451
1177,167013
1178,717673
1179,2706788
1180,636889
1181,28921
1182,2264025
1183,2347351
1184,209611
1185,1085631
1186,1856893
1187,436637
1188,2045717
1189,925751
1190,1468173
1191,653386
1192,695005
1193,659120
1194,335925
1195,2095776
1196,1926136
1197,1884181
1198,827600
1199,2209106
1200,425085
1201,2402625
1202,1701957
1203,1604554
1204,1301191
1205,2779430
1206,1915085
1207,1263837
1208,634979
1209,2757852
1210,2239755
1211,1020384
1212,140040
1213,1616010
1214,1965345
1215,557356
1216,2070857
1217,2607697
1218,748663
1219,2771916
1220,955626
1221,2827170
1222,1543887
1223,1775397
1224,577084
1225,2826976
1226,1853153
1227,2472032
1228,2055902
1229,747388
1230,2764037
1231,2162779
1232,2308293
1233,2595899
1234,2597076
1235,2277804
1236,2214960
1237,2207283
1238,2346883
1239,2127739
1240,2131741
1241,1627333
1242,2013679
1243,1450925
1244,2003475
1245,1934473
1246,1832828
1247,1248491
1248,1208817
1249,1524727
1250,1037033
1251,1288592
1252,986700
1253,976139
1254,893084
1255,720481
1256,364509
1257,524106
1258,2471296
1259,494929
1260,467500
1261,2740956
1262,398145
1263,315331
1264,306569
1265,224711
1266,2295019
1267,742821
1268,195148
1269,339920
1270,2263668
1271,1923606
1272,913437
1273,686230
1274,2522692
1275,1113489
1276,1241225
1277,1818948
1278,1594751
1279,1192511
1280,1686722
1281,804912
1282,1996004
1283,482310
1284,2655760
1285,445166
1286,576141
1287,1720230
1288,328413
1289,1273171
1290,2703849
1291,2559475
1292,2431623
1293,2327186
1294,1503355
1295,540595
1296,1401274
1297,693717
1298,1387130
1299,1319767
1300,1034574
1301,997801
1302,899258
1303,822789
1304,1495872
1305,2598929
1306,439607
1307,19957
1308,1949821
1309,1195629
1310,432620
1311,1732722
1312,2205047
1313,2234730
1314,597082
1315,76435
1316,45543
1317,136982
1318,431799
1319,58740
1320,115309
1321,515031
1322,945753
1323,2155612
1324,1347173
1325,1618914
1326,1940953
1327,2393472
1328,214974
1329,190855
1330,341707
1331,2802339
1332,2326256
1333,2258669
1334,1422684
1335,1291614
1336,1597526
1337,1098998
1338,870143
1339,829592
1340,817466
1341,2418038
1342,2586566
1343,2420331
1344,2233540
1345,1936917
1346,1888821
1347,1762381
1348,787127
1349,668759
1350,529585
1351,434699
1352,419304
1353,220536
1354,547164
1355,2705323
1356,2726863
1357,2392558
1358,1556223
1359,1130119
1360,507068
1361,1386086
1362,1287467
1363,112513
1364,1015586
1365,723777
1366,546415
1367,2442750
1368,1935302
1369,2232458
1370,1561682
1371,1969384
1372,1463631
1373,611103
1374,119685
1375,2298200
1376,2230072
1377,1081357
1378,1756632
1379,981940
1380,1712083
1381,783295
1382,28883
1383,1757326
1384,2256843
1385,1021463
1386,401133
1387,588946
1388,2020337
1389,1776704
1390,2789238
1391,1627100
1392,2770828
1393,408209
1394,803625
1395,1107712
1396,1833051
1397,1952113
1398,2447993
1399,2792577
1400,2444373
1401,1762575
1402,1513499
1403,336187
1404,2235265
1405,295671
1406,1012347
1407,1383464
1408,2476988
1409,2786419
1410,2520004
1411,2141321
1412,2053679
1413,631686
1414,2577829
1415,151632
1416,4917
1417,2294915
1418,1570959
1419,1570153
1420,1117173
1421,747259
1422,333039
1423,312863
1424,510461
1425,2538271
1426,1352341
1427,767198
1428,299465
1429,2609562
1430,2187851
1431,1986474
1432,1950604
1433,1554324
1434,1525300
1435,1434088
1436,1411042
1437,1240845
1438,1221866
1439,1193275
1440,1115069
1441,531290
1442,2740738
1443,368640
1444,2557535
1445,1777433
1446,1666031
1447,1255837
1448,921357
1449,382626
1450,2203636
1451,1410788
1452,1742604
1453,2489959
1454,2578120
1455,2563597
1456,1920718
1457,2104869
1458,1892958
1459,1550789
1460,1640213
1461,1540523
1462,1117233
1463,606808
1464,427307
1465,1783205
1466,1590201
1467,195347
1468,958139
1469,2637385
1470,1796345
1471,2069813
1472,1796272
1473,1295570
1474,914866
1475,849943
1476,354473
1477,2441111
1478,2614341
1479,1621264
1480,1513467
1481,2540341
1482,1807576
1483,457270
1484,1650740
1485,1717400
1486,579292
1487,2127332
1488,192529
1489,640099
1490,1113998
1491,1777889
1492,1513997
1493,1494361
1494,447985
1495,1739743
1496,937612
1497,2325998
1498,770357
1499,2174644
1500,1373660
1501,2781618
1502,2283621
1503,627905
1504,610261
1505,1728166
1506,226127
1507,2628062
1508,2495426
1509,1350520
1510,1004880
1511,933025
1512,1466450
1513,1209840
1514,741348
1515,1633656
1516,1132800
1517,2162351
1518,1654604
1519,1541359
1520,2715811
1521,2666340
1522,1165465
1523,863312
1524,2085065
1525,2048343
1526,724611
1527,2258655
1528,477856
1529,1702875
1530,579732
1531,1836075
1532,1686228
1533,734196
1534,1545757
1535,2635997
1536,1798731
1537,781061
1538,624743
1539,412796
1540,1002763
1541,1616062
1542,2827250
1543,1322778
1544,53178
1545,1244787
1546,2593483
1547,1734047
1548,2156629
1549,1332307
1550,229279
1551,2204165
1552,1469661
1553,803962
1554,1758141
1555,463365
1556,2374866
1557,1309908
1558,1265174
1559,1208546
1560,1004091
1561,2543883
1562,985576
1563,213276
1564,605903
1565,850045
1566,1853713
1567,2519513
1568,2045890
1569,1905558
1570,1358074
1571,839767
1572,2195112
1573,1092821
1574,69921
1575,2702433
1576,334893
1577,2257134
1578,2530885
1579,2290726
1580,1497116
1581,1218237
1582,1406238
1583,2214648
1584,2521517
1585,100805
1586,1181656
1587,2358688
1588,1376234
1589,770454
1590,757207
1591,2815969
1592,688047
1593,1382326
1594,165272
1595,77751
1596,1389392
1597,744840
1598,1496888
1599,1736350
1600,1389465
1601,1571702
1602,1033208
1603,489372
1604,436574
1605,54124
1606,191806
1607,2240154
1608,1350691
1609,1550442
1610,977776
1611,2041033
1612,1099981
1613,116963
1614,2520574
1615,1880938
1616,1447067
1617,1984327
1618,892823
1619,748011
1620,430119
1621,16203
1622,2173340
1623,1721699
1624,1512959
1625,1051319
1626,1695651
1627,578684
1628,876958
1629,520869
1630,1902625
1631,1641500
1632,1257470
1633,577851
1634,551925
1635,524598
1636,2772849
1637,213573
1638,2491964
1639,2365168
1640,97392
1641,2255545
1642,1796333
1643,1196475
1644,1234373
1645,1508399
1646,690657
1647,412310
1648,35733
1649,237016
1650,765869
1651,2297242
1652,2107405
1653,1319362
1654,1076904
1655,500098
1656,2148400
1657,881744
1658,797202
1659,768191
1660,566177
1661,15441
1662,211053
1663,2455466
1664,2319584
1665,2236964
1666,1506285
1667,2813967
1668,1026109
1669,2016783
1670,989786
1671,1685098
1672,1752022
1673,1846662
1674,1851291
1675,1658327
1676,2696186
1677,957936
1678,850151
1679,512827
1680,457513
1681,1821061
1682,1597121
1683,2129958
1684,960851
1685,1071480
1686,2830865
1687,1455747
1688,1423037
1689,46821
1690,2726400
1691,52915
1692,2717500
1693,95860
1694,123121
1695,2569058
1696,2512134
1697,2503148
1698,297118
1699,2376862
1700,319948
1701,449732
1702,458379
1703,2090363
1704,1925570
1705,645461
1706,889708
1707,1746817
1708,2808974
1709,2768970
1710,1711268
1711,1030199
1712,1464633
1713,1662127
1714,2690182
1715,1605509
1716,2520563
1717,1299729
1718,2506935
1719,1271878
1720,1059524
1721,1268485
1722,2469913
1723,1160535
1724,2459185
1725,1147470
1726,2458274
1727,1143465
1728,2431805
1729,2324467
1730,1048951
1731,1040704
1732,2178715
1733,1037436
1734,895736
1735,863621
1736,1957776
1737,796515
1738,769501
1739,1204967
1740,1836683
1741,583935
1742,1291312
1743,1354334
1744,1911118
1745,496902
1746,2052033
1747,475404
1748,1626797
1749,1563956
1750,2248297
1751,1531419
1752,292699
1753,255884
1754,211778
1755,142182
1756,35677
1757,7765
1758,2816640
1759,1550865
1760,2778662
1761,2720354
1762,2219078
1763,2113458
1764,2083881
1765,394285
1766,1330328
1767,1873936
1768,1663942
1769,1437485
1770,2359912
1771,1427393
1772,77356
1773,1986551
1774,1769025
1775,2660769
1776,1396661
1777,744444
1778,2154209
1779,2114439
1780,1189865
1781,2238521
1782,420312
1783,107632
1784,175200
1785,170785
1786,1382937
1787,258349
1788,2641225
1789,1258303
1790,2590469
1791,1461744
1792,2086041
1793,1376058
1794,2734492
1795,501966
1796,1591624
1797,2727626
1798,2557272
1799,2150653
1800,2041267
1801,1879352
1802,261126
1803,1558694
1804,1332981
1805,2397044
1806,1270857
1807,2243999
1808,1665764
1809,682344
1810,312612
1811,1389265
1812,2118120
1813,2191983
1814,528970
1815,1598899
1816,702634
1817,1583250
1818,720447
1819,1582734
1820,935911
1821,1032996
1822,1149263
1823,1475164
1824,1728196
1825,1885496
1826,749863
1827,1938039
1828,2031550
1829,49791
1830,2579533
1831,2556082
1832,1342530
1833,2051717
1834,972388
1835,90273
1836,1857514
1837,1989666
1838,2583075
1839,2391095
1840,2321426
1841,708419
1842,2783335
1843,1865507
1844,334758
1845,1529439
1846,958030
1847,896531
1848,456358
1849,271647
1850,153151
1851,2297807
1852,1752347
1853,749431
1854,507069
1855,2300773
1856,21785
1857,168936
1858,309100
1859,455938
1860,608289
1861,706307
1862,993916
1863,1017609
1864,1327378
1865,1388615
1866,1680710
1867,1717315
1868,1859862
1869,1991854
1870,2497780
1871,1939413
1872,1639397
1873,1616480
1874,1531281
1875,1172642
1876,420896
1877,109404
1878,1718055
1879,1529535
1880,1095626
1881,1813693
1882,650422
1883,481441
1884,68780
1885,618927
1886,2327820
1887,2314999
1888,2188661
1889,1992600
1890,1382161
1891,637756
1892,594870
1893,38607
1894,2419179
1895,2292605
1896,1870306
1897,1733587
1898,1299995
1899,1492358
1900,2659059
1901,2608058
1902,2400718
1903,2365796
1904,1901398
1905,292098
1906,1267928
1907,1670570
1908,635791
1909,1671165
1910,535764
1911,2226302
1912,2265067
1913,2226823
1914,2054656
1915,1622266
1916,1576126
1917,1003708
1918,1299312
1919,2347083
1920,1450468
1921,1906989
1922,376507
1923,2397817
1924,601067
1925,995871
1926,1604112
1927,184517
1928,1106543
1929,1420908
1930,1955827
1931,2647236
1932,1599371
1933,912068
1934,1516543
1935,2447560
1936,2324742
1937,2339979
1938,845879
1939,1014035
1940,2756675
1941,172967
1942,220406
1943,289308
1944,310979
1945,336136
1946,339882
1947,370973
1948,405404
1949,534201
1950,646939
1951,809571
1952,820363
1953,880875
1954,965240
1955,983901
1956,1324741
1957,1392487
1958,1667544
1959,1914581
1960,1917279
1961,1940285
1962,2129142
1963,2285533
1964,2406610
1965,2434329
1966,2464551
1967,2574228
1968,2781565
1969,2717661
1970,2717053
1971,2592896
1972,2317746
1973,2175791
1974,1951977
1975,1895654
1976,1611680
1977,821060
1978,817828
1979,781584
1980,307099
1981,279253
1982,175617
1983,109187
1984,2052113
1985,2094083
1986,2680615
1987,1336370
1988,978146
1989,1422357
1990,1302836
1991,1356051
1992,2415538
1993,931519
1994,1669539
1995,2656895
1996,1889707
1997,1299358
1998,2357006
1999,2417137
2000,455050
2001,1951946
2002,261110
2003,1078298
2004,2428042
2005,1268997
2006,2380306
2007,1530527
2008,430533
2009,1920047
2010,1163863
2011,934225
2012,2133781
2013,2148842
2014,685253
2015,1967670
2016,1183993
2017,1565428
2018,404704
2019,1275990
2020,966088
2021,614824
2022,1656352
2023,2093184
2024,1550643
2025,2596528
2026,2439554
2027,1252037
2028,1168494
2029,46433
2030,144272
2031,1629309
2032,2072556
2033,49886
2034,272043
2035,142739
2036,252648
2037,299810
2038,413607
2039,414112
2040,443494
2041,508968
2042,612922
2043,662013
2044,694889
2045,804376
2046,925820
2047,1476863
2048,1562562
2049,1676367
2050,1833612
2051,1837434
2052,1878128
2053,1936044
2054,2056806
2055,2104059
2056,2112888
2057,2174801
2058,2297191
2059,2417305
2060,2632714
2061,538589
2062,2343029
2063,2339881
2064,2338717
2065,2111672
2066,1894982
2067,1757526
2068,1704140
2069,1445872
2070,1367536
2071,1260108
2072,1070094
2073,973863
2074,953771
2075,670600
2076,2097556
2077,509488
2078,368950
2079,227441
2080,91549
2081,65474
2082,2757392
2083,2607289
2084,344424
2085,2578299
2086,542796
2087,2326084
2088,2196149
2089,2186382
2090,1042370
2091,1559273
2092,1284124
2093,968514
2094,2257696
2095,2309225
2096,2313218
2097,2503305
2098,2558228
2099,2810715
2100,1137711
2101,1329387
2102,1472716
2103,434922
2104,1368635
2105,2625619
2106,750391
2107,1644114
2108,2026697
2109,374376
2110,2230175
2111,2451439
2112,920785
2113,2710882
2114,2138072
2115,324927
2116,2733057
2117,435011
2118,2136573
2119,774836
2120,783908
2121,2079327
2122,923541
2123,1079971
2124,1737182
2125,1060527
2126,2038183
2127,2131707
2128,2129615
2129,291138
2130,255122
2131,238658
2132,43239
2133,1344073
2134,2624492
2135,992524
2136,2401491
2137,2588441
2138,1235033
2139,2723666
2140,2722211
2141,2271421
2142,2246407
2143,1939541
2144,1879036
2145,1627284
2146,1508532
2147,930182
2148,2706962
2149,60925
2150,2767810
2151,44970
2152,781103
2153,1172875
2154,1269685
2155,2052195
2156,2153420
2157,2509230
2158,792226
2159,1550379
2160,591661
2161,214637
2162,195333
2163,656496
2164,2026315
2165,1266579
2166,2759240
2167,2714248
2168,2361163
2169,2179720
2170,1252944
2171,2020964
2172,1255090
2173,1550630
2174,1567110
2175,1448210
2176,81581
2177,760600
2178,354217
2179,288303
2180,2729342
2181,1226503
2182,933105
2183,1834436
2184,2208670
2185,2269870
2186,1565994
2187,1949443
2188,1795249
2189,940481
2190,2311617
2191,222443
2192,1897910
2193,263000
2194,267049
2195,469006
2196,547705
2197,2070693
2198,1805052
2199,1413205
2200,1445797
2201,1439756
2202,1427092
2203,1543403
2204,1010475
2205,1875377
2206,642667
2207,1926705
2208,524310
2209,2158858
2210,2239346
2211,2652812
2212,2761880
2213,2747462
2214,77757
2215,13787
2216,314741
2217,531613
2218,745361
2219,1135753
2220,1191544
2221,1664905
2222,2214299
2223,2354945
2224,2827427
2225,246249
2226,783020
2227,879790
2228,1982510
2229,1006232
2230,703873
2231,1807819
2232,311512
2233,2723239
2234,1364348
2235,542830
2236,747693
2237,1680496
2238,1976981
2239,2251704
2240,2307958
2241,2791995
2242,2082622
2243,1966527
2244,1625137
2245,1633797
2246,1397036
2247,1381439
2248,2077694
2249,1033906
