idx,user_id
1033,1751106
1034,300405
1035,1071213
1036,1967291
1037,2642067
1038,391348
1039,1577483
1040,1759563
1041,2195181
1042,792726
1043,2073842
1044,2871409
1045,1144877
1046,1391274
1047,733873
1048,2011592
1049,2215132
1050,546040
1051,2134802
1052,651613
1053,77589
1054,1049400
1055,1730632
1056,492669
1057,1543915
1058,1464512
1059,208862
1060,2442335
1061,544564
1062,304079
1063,1898105
1064,357259
1065,2425604
1066,585982
1067,583634
1068,1986057
1069,1347763
1070,2569107
1071,1637954
1072,2430328
1073,2218073
1074,1179973
1075,1682671
1076,1142176
1077,439533
1078,2135333
1079,2789085
1080,63597
1081,857517
1082,2764842
1083,972213
1084,1415820
1085,136628
1086,2507828
1087,2604677
1088,2868921
1089,2290668
1090,1181381
1091,2468294
1092,2572059
1093,1345412
1094,289825
1095,344537
1096,1588070
1097,2559815
1098,2599703
1099,140790
1100,1990340
1101,1541537
1102,1298204
1103,2040475
1104,275598
1105,2291381
1106,1909199
1107,1260853
1108,2522596
1109,1963089
1110,2697483
1111,773697
1112,572333
1113,1060817
1114,2536457
1115,257626
1116,2146060
1117,828214
1118,1714042
1119,1995319
1120,1222663
1121,1089239
1122,933623
1123,1437870
1124,777779
1125,40180
1126,2053282
1127,641193
1128,2002119
1129,1632525
1130,1330762
1131,654531
1132,2842449
1133,1452006
1134,1583163
1135,2337496
1136,2040152
1137,1357373
1138,1893108
1139,2948226
1140,2750329
1141,758864
1142,1317229
1143,996912
1144,776341
1145,2163935
1146,1250099
1147,2520908
1148,1947980
1149,256298
1150,40246
1151,1236984
1152,730371
1153,879886
1154,2408791
1155,1422497
1156,1122981
1157,965853
1158,549250
1159,1114694
1160,204430
1161,245899
1162,2545788
1163,10573
1164,2199523
1165,555490
1166,2418838
1167,2881886
1168,1346029
1169,752499
1170,1061447
1171,1562736
1172,1254143
1173,2524658
1174,2894664
1175,622123
1176,2773380
1177,1542692
1178,2515672
1179,2482897
1180,973149
1181,823628
1182,1728152
1183,2272907
1184,1810330
1185,1515362
1186,688100
1187,758328
1188,1119788
1189,1812057
1190,716296
1191,1550897
1192,1049750
1193,1940419
1194,859101
1195,922014
1196,1671227
1197,179644
1198,1745281
1199,898350
1200,605470
1201,359862
1202,525853
1203,1843129
1204,752149
1205,2057147
1206,2432873
1207,1798587
1208,2250800
1209,453030
1210,1621668
1211,2448669
1212,1830633
1213,583177
1214,2210342
1215,1352955
1216,374615
1217,1240349
1218,1690106
1219,2513756
1220,182605
1221,2181064
1222,299998
1223,12394
1224,1029141
1225,417634
1226,1259136
1227,2887753
1228,2413289
1229,1377160
1230,2290581
1231,1062751
1232,806
1233,2190356
1234,92454
1235,1320004
1236,2639434
1237,2808865
1238,2823255
1239,117095
1240,2847608
1241,2096068
1242,1151342
1243,831703
1244,905570
1245,187500
1246,823772
1247,2253496
1248,458938
1249,1424611
1250,2073609
1251,2892057
1252,1117663
1253,241898
1254,2346149
1255,1202013
1256,2819122
1257,2150715
1258,585325
1259,1891229
1260,1490163
1261,343007
1262,1412543
1263,2976347
1264,1256009
1265,438738
1266,2391671
1267,1496023
1268,231533
1269,303099
1270,650008
1271,801202
1272,2197263
1273,2648338
1274,432210
1275,2610290
1276,554985
1277,1067318
1278,297891
1279,565850
1280,2865079
1281,537420
1282,2497355
1283,1488079
1284,418314
1285,2947905
1286,1995377
1287,1566552
1288,1831910
1289,40782
1290,1876151
1291,226203
1292,2274720
1293,1045050
1294,2765638
1295,1280667
1296,1113082
1297,1258493
1298,1056838
1299,1052521
1300,2183829
1301,792310
1302,1968876
1303,1387779
1304,1154489
1305,157132
1306,298022
1307,240605
1308,1986774
1309,2295961
1310,412980
1311,1571166
1312,1051658
1313,942230
1314,1625998
1315,343590
1316,2072978
1317,1615175
1318,2112537
1319,278487
1320,1524899
1321,2980171
1322,2514002
1323,1720196
1324,2482185
1325,2582438
1326,2688745
1327,120278
1328,176268
1329,2562640
1330,1500269
1331,2869636
1332,1329476
1333,624184
1334,2803370
1335,2110668
1336,2399782
1337,1020698
1338,717186
1339,2395122
1340,549627
1341,2377116
1342,1628780
1343,1793131
1344,2097888
1345,1258138
1346,1174889
1347,1093916
1348,566830
1349,2926837
1350,151707
1351,2901036
1352,1085389
1353,652080
1354,1317904
1355,2760251
1356,264045
1357,1806376
1358,2701304
1359,2559321
1360,357901
1361,148169
1362,1041692
1363,1654030
1364,847121
1365,2519065
1366,1376715
1367,2682761
1368,2397421
1369,267885
1370,1516075
1371,729700
1372,1180784
1373,803024
1374,2541359
1375,359602
1376,833759
1377,466939
1378,253785
1379,919433
1380,1717871
1381,904976
1382,765868
1383,2366762
1384,676693
1385,1787001
1386,1582455
1387,2609209
1388,898454
1389,2127916
1390,1547993
1391,2136077
1392,835862
1393,101454
1394,2857814
1395,976058
1396,133437
1397,2215535
1398,1969115
1399,2299972
1400,1293840
1401,2220340
1402,1625786
1403,2349556
1404,1011957
1405,311302
1406,1484492
1407,1827784
1408,349907
1409,828356
1410,2083896
1411,2674839
1412,2931160
1413,1599899
1414,2729803
1415,1713531
1416,533389
1417,1841690
1418,2643988
1419,2566448
1420,2608350
1421,2668870
1422,2670069
1423,1258059
1424,1964809
1425,2737644
1426,906947
1427,635526
1428,2960352
1429,1081570
1430,2688205
1431,1294192
1432,1163271
1433,2285402
1434,2013477
1435,2436624
1436,904303
1437,2711236
1438,84028
1439,610578
1440,1136108
1441,1440803
1442,1047936
1443,262786
1444,2720567
1445,1831925
1446,1915848
1447,403171
1448,122688
1449,173281
1450,423147
1451,508142
1452,758847
1453,154692
1454,698208
1455,407682
1456,2541297
1457,2839533
1458,1174038
1459,1351676
1460,2397701
1461,842396
1462,1258488
1463,2854500
1464,2455132
1465,195138
1466,1273119
1467,2150160
1468,2465823
1469,303133
1470,2367766
1471,1292784
1472,2657406
1473,1449241
1474,193043
1475,1971764
1476,2160563
1477,116871
1478,2342308
1479,609304
1480,2629877
1481,2018291
1482,1565135
1483,2152790
1484,2585135
1485,2296765
1486,2533552
1487,255433
1488,543798
1489,1106201
1490,134006
1491,139099
1492,77285
1493,338832
1494,2098339
1495,2741882
1496,2715665
1497,1982898
1498,1364305
1499,707562
1500,1819692
1501,959194
1502,1603208
1503,1888209
1504,2302287
1505,1475735
1506,754621
1507,621115
1508,2650697
1509,882500
1510,2168081
1511,1699063
1512,525145
1513,2005877
1514,219746
1515,1604036
1516,776083
1517,2857927
1518,1338870
1519,1719058
1520,2745579
1521,177270
1522,1429336
1523,1354914
1524,177362
1525,1752733
1526,1614747
1527,15006
1528,803748
1529,143242
1530,527177
1531,2267111
1532,560662
1533,2743353
1534,2853705
1535,351559
1536,1527987
1537,2174935
1538,1788116
1539,2624150
1540,2659562
1541,2427238
1542,2497988
1543,443848
1544,1035466
1545,86316
1546,1481471
1547,1295453
1548,2243295
1549,2112573
1550,2145004
1551,150852
1552,1551000
1553,19467
1554,1237037
1555,1751999
1556,2972884
1557,2861297
1558,2944943
1559,1278116
1560,1408122
1561,1128660
1562,197675
1563,468539
1564,527891
1565,1633554
1566,2896116
1567,116376
1568,1192093
1569,2963760
1570,2156172
1571,963923
1572,2260194
1573,139681
1574,1316095
1575,431850
1576,2206362
1577,186270
1578,1246210
1579,891792
1580,153486
1581,2276423
1582,1849791
1583,2857214
1584,1190882
1585,1187951
1586,2216660
1587,983363
1588,2098008
1589,606119
1590,2670137
1591,1456864
1592,1209085
1593,2071817
1594,298276
1595,2546313
1596,1744469
1597,38386
1598,2801747
1599,2415723
1600,139683
1601,2687488
1602,1569208
1603,1144041
1604,730199
1605,2431732
1606,1973975
1607,1651216
1608,2562309
1609,1632865
1610,2152123
1611,1314932
1612,1707186
1613,2335937
1614,1832532
1615,344633
1616,2927536
1617,1582867
1618,2071503
1619,1548848
1620,2475193
1621,2703105
1622,673108
1623,1048426
1624,1857843
1625,2378367
1626,1164223
1627,2925845
1628,116670
1629,1450073
1630,835189
1631,1313507
1632,486890
1633,893488
1634,1083255
1635,1018223
1636,1839674
1637,587039
1638,615071
1639,46874
1640,374620
1641,970782
1642,2607914
1643,1167106
1644,1263379
1645,2119539
1646,2126499
1647,2688412
1648,693934
1649,2137030
1650,2690038
1651,2877565
1652,1934485
1653,1660744
1654,2248235
1655,390540
1656,420917
1657,2434449
1658,713774
1659,2727636
1660,975734
1661,869742
1662,2974546
1663,465634
1664,619625
1665,1105822
1666,2808879
1667,76819
1668,1497865
1669,2506555
1670,2355384
1671,2122969
1672,581526
1673,646604
1674,852457
1675,1687383
1676,2607840
1677,16951
1678,653469
1679,1559597
1680,593478
1681,1905187
1682,633619
1683,649820
1684,1818934
1685,1498110
1686,1182066
1687,2240123
1688,1631473
1689,304712
1690,2718309
1691,2227677
1692,2952717
1693,1767476
1694,1859185
1695,104796
1696,2068276
1697,2949422
1698,1181148
1699,599379
1700,2008543
1701,1713595
1702,2480477
1703,2973606
1704,2663975
1705,1063401
1706,1515931
1707,1368413
1708,2953286
1709,500955
1710,2554902
1711,2736995
1712,757422
1713,1644245
1714,78298
1715,345449
1716,243269
1717,240428
1718,1650951
1719,16675
1720,2825139
1721,1957946
1722,156457
1723,2984270
1724,2376523
1725,1678809
1726,1657646
1727,2028508
1728,605554
1729,201061
1730,561954
1731,1554391
1732,2236710
1733,1216688
1734,1787076
1735,1921752
1736,22963
1737,2404187
1738,1612523
1739,2925525
1740,2185909
1741,551607
1742,1652799
1743,296171
1744,2133614
1745,1238973
1746,2474546
1747,2258284
1748,919797
1749,2413896
1750,2439512
1751,2650131
1752,1689071
1753,1035135
1754,1250880
1755,1418883
1756,98929
1757,1379634
1758,1702372
1759,52881
1760,569840
1761,464328
1762,2781952
1763,1941700
1764,2851771
1765,799858
1766,1775964
1767,2076978
1768,1225397
1769,2016684
1770,1027225
1771,1369852
1772,1926934
1773,674567
1774,1809785
1775,2321289
1776,507360
1777,1012343
1778,1238930
1779,412853
1780,2271672
1781,1925753
1782,983312
1783,1328900
1784,2349809
1785,2350689
1786,1625587
1787,818594
1788,1791292
1789,2251343
1790,1523662
1791,1523742
1792,2363794
1793,2544372
1794,149691
1795,201158
1796,421843
1797,995370
1798,810980
1799,1673620
1800,33173
1801,250268
1802,1178096
1803,1188855
1804,839636
1805,1954888
1806,1135646
1807,36068
1808,2179677
1809,1345044
1810,635723
1811,1806763
1812,2694915
1813,2063194
1814,106064
1815,2122089
1816,142875
1817,586226
1818,2575215
1819,213198
1820,112770
1821,64713
1822,1049217
1823,428993
1824,170949
1825,215430
1826,2446912
1827,1437938
1828,275697
1829,1353295
1830,953773
1831,267269
1832,983087
1833,904903
1834,781310
1835,1784586
1836,2820618
1837,800013
1838,1212648
1839,1291044
1840,1618826
1841,2554727
1842,342039
1843,857397
1844,2758057
1845,248753
1846,1976714
1847,521835
1848,1849686
1849,736136
1850,2169128
1851,1113102
1852,1995832
1853,2251364
1854,1265736
1855,1149571
1856,1018782
1857,2604736
1858,2347460
1859,426895
1860,1780774
1861,1113195
1862,2594356
1863,2702414
1864,1559677
1865,1053464
1866,1511658
1867,1880514
1868,1369877
1869,312867
1870,1673217
1871,982512
1872,2952191
1873,248988
1874,2546788
1875,1398565
1876,1548157
1877,2875670
1878,1127749
1879,1141848
1880,683743
1881,584748
1882,2506236
1883,2974151
1884,2745277
1885,1163943
1886,2177716
1887,142753
1888,1079188
1889,2655513
1890,76937
1891,968045
1892,864426
1893,1990875
1894,164126
1895,452390
1896,1953392
1897,817108
1898,2100624
1899,2117668
1900,1740736
1901,1103073
1902,1103017
1903,2258045
1904,1198494
1905,1292008
1906,75951
1907,343036
1908,2541202
1909,120602
1910,1003835
1911,1477796
1912,490357
1913,1927157
1914,1594450
1915,2198542
1916,2570456
1917,2521979
1918,1805224
1919,2032688
1920,1958028
1921,1658909
1922,2549895
1923,459065
1924,412339
1925,2496887
1926,1503549
1927,218879
1928,901466
1929,448106
1930,740674
1931,1053701
1932,2893967
1933,1892958
1934,426331
1935,622864
1936,2170345
1937,1129862
1938,1132263
1939,2258096
1940,855111
1941,886698
1942,146020
1943,2047700
1944,2001645
1945,2219853
1946,913944
1947,358640
1948,117199
1949,2864112
1950,2603912
1951,314710
1952,1499712
1953,463438
1954,526719
1955,1899521
1956,900441
1957,2260804
1958,1612284
1959,2035061
1960,1193662
1961,2409419
1962,1131807
1963,182623
1964,1485746
1965,2389002
1966,2042480
1967,96259
1968,2170668
1969,1257644
1970,2013940
1971,827894
1972,563169
1973,702578
1974,950376
1975,1855254
1976,883208
1977,819544
1978,2639857
1979,2631373
1980,1829645
1981,1270293
1982,324596
1983,973853
1984,2032779
1985,1448186
1986,85011
1987,2869995
1988,246839
1989,1644394
1990,346848
1991,1131537
1992,1408416
1993,2489245
1994,783170
1995,2591927
1996,1244318
1997,1463036
1998,2773968
1999,1411098
2000,768634
2001,420286
2002,175546
2003,254135
2004,1388860
2005,1791026
2006,970373
2007,501088
2008,2542814
2009,1201388
2010,29340
2011,173555
2012,1758873
2013,2186045
2014,1589507
2015,1048184
2016,1629646
2017,1723286
2018,143073
2019,440610
2020,2569375
2021,2810780
2022,1995150
2023,2747414
2024,709949
2025,1147096
2026,1157049
2027,2355666
2028,1125565
2029,1301116
2030,2405338
2031,2414696
2032,2262476
2033,2623326
2034,1937546
2035,855434
2036,233188
2037,137251
2038,1690534
2039,2791366
2040,2589166
2041,1791085
2042,2963446
2043,1701489
2044,2609408
2045,2593399
2046,1591203
2047,633999
2048,728509
2049,230177
2050,32897
2051,1281538
2052,255512
2053,296994
2054,1087878
2055,2487997
2056,951034
2057,2280217
2058,1220195
2059,1170601
2060,133403
2061,1967516
2062,36556
2063,473133
2064,2064399
2065,1351593
2066,515662
2067,1977137
2068,47164
2069,2379252
2070,2007889
2071,1955256
2072,2123018
2073,433393
2074,1037138
2075,100412
2076,2245234
2077,2733031
2078,1926118
2079,1012649
2080,1879129
2081,1894026
2082,2446663
2083,2700577
2084,563783
2085,412941
2086,1368243
2087,916045
2088,2149848
2089,1222287
2090,1578834
2091,763078
2092,2498476
2093,1783455
2094,129765
2095,1837731
2096,2160091
2097,1335250
2098,1833546
2099,1507675
2100,2486533
2101,703984
2102,1551202
2103,1002154
2104,1446084
2105,2712602
2106,2879387
2107,2924343
2108,936712
2109,1048650
2110,256477
2111,2420062
2112,87572
2113,1690945
2114,1742000
2115,2261978
2116,1513434
2117,120243
2118,1921226
2119,1279498
2120,2671228
2121,1928092
2122,416257
2123,540429
2124,2917458
2125,173037
2126,2611593
2127,906164
2128,1209092
2129,635390
2130,1850187
2131,2198767
2132,1601408
2133,1139163
2134,2919046
2135,747318
2136,2825021
2137,572605
2138,2186843
2139,1587284
2140,324106
2141,1282152
2142,730230
2143,1440983
2144,1165559
2145,2096083
2146,1197945
2147,271206
2148,2208084
2149,1443088
2150,30806
2151,338305
2152,2802444
2153,2289490
2154,279679
2155,2674082
2156,111048
2157,823638
2158,725776
2159,1852412
2160,1382208
2161,229302
2162,1805662
2163,2837217
2164,1298770
2165,2013311
2166,2853714
2167,1034607
2168,179827
2169,213073
2170,1195933
2171,675008
2172,2236046
2173,943915
2174,297980
2175,2089857
2176,749042
2177,419594
2178,2952156
2179,814355
2180,1922850
2181,2636571
2182,2581861
2183,2047966
2184,2316112
2185,1178201
2186,1979560
2187,1230623
2188,1472777
2189,1132448
2190,2100337
2191,1471051
2192,494426
2193,266972
2194,446885
2195,1229297
2196,2893051
2197,2015666
2198,715734
2199,177953
2200,1430427
2201,801829
2202,1374933
2203,57009
2204,704914
2205,1317298
2206,2928782
2207,804174
2208,2711182
2209,498243
2210,1098698
2211,1763906
2212,2577258
2213,1803311
2214,2443875
2215,897781
2216,1538504
2217,1736719
2218,56593
2219,897206
2220,1571607
2221,2096658
2222,1840432
2223,948894
2224,942455
2225,1937984
2226,659901
2227,1954259
2228,2695862
2229,1336420
2230,1843365
2231,2022658
2232,389776
2233,1679276
2234,415298
2235,1191943
2236,858781
2237,1297756
2238,1093360
2239,747887
2240,1480361
2241,2250049
2242,1049735
2243,2545285
2244,2532139
2245,2174248
2246,535107
2247,1817167
2248,586837
2249,2042909
2250,966776
